,Player,No. of Championships,mvp_count,WS/48,PPG,fmvp_count,G,MPG,RPG,APG,PER,BPM,VORP,No. of All Star Selections,All_NBA,SPG,BPG,midpoint,scaled_championships,scaled_reg_mvp,scaled_per,scaled_vorp,scaled_bpm,scaled_ws,scaled_all_star,scaled_ppg,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_fin_mvp,scaled_anba,scaled_spg,scaled_bpg,GOAT_SCORE
57,Larry Nance,0.0,0.0,0.1713,17.05,0.0,920.0,33.37,7.99,0.0,19.92,3.62,43.49,3.0,0.0,0.0,2.2,1988.0,0.0,0.0,0.7137226800429954,0.3264034824377064,0.39262472885032534,0.6838323353293413,0.15789473684210525,0.5660690571049136,0.5710738671632526,0.8115272373540856,0.5773121387283238,0.0,0.0,0.0,0.0,0.6285714285714286,26.33069771712958
58,Yao Ming,0.0,0.0,0.2001,19.03,0.0,0.0,32.55,9.25,0.0,23.02,3.2,20.75,8.0,5.0,0.0,1.89,2007.0,0.0,0.0,0.8247939806520961,0.15573401380966675,0.3470715835140998,0.7988023952095809,0.42105263157894735,0.6318061088977424,0.0,0.7915856031128404,0.6683526011560694,0.0,0.0,0.3333333333333333,0.0,0.5399999999999999,26.178391106093525
59,Dominique Wilkins,0.0,0.0,0.1479,24.83,0.0,1074.0,35.49,0.0,0.0,21.56,3.25,50.62,9.0,7.0,1.28,0.0,1991.0,0.0,0.0,0.7724829810103906,0.3799159411588111,0.35249457700650755,0.5904191616766467,0.47368421052631576,0.8243691899070384,0.6666666666666666,0.8630836575875487,0.0,0.0,0.0,0.4666666666666667,0.47232472324723246,0.0,25.55423266641858
60,Kevin Johnson,0.0,0.0,0.1777,17.86,0.0,0.0,34.1,0.0,9.13,20.7,3.89,37.27,3.0,5.0,1.47,0.0,1994.0,0.0,0.0,0.7416696524543175,0.27972080456319426,0.4219088937093275,0.7093812375249501,0.15789473684210525,0.5929614873837981,0.0,0.8292801556420234,0.0,0.8159070598748883,0.0,0.3333333333333333,0.5424354243542435,0.0,25.491836206017375
61,Chauncey Billups,1.0,0.0,0.1756,0.0,1.0,1043.0,31.65,0.0,5.4,18.82,3.23,43.55,5.0,3.0,0.0,0.0,2006.0,0.14285714285714285,0.0,0.6743102830526694,0.3268537976583608,0.3503253796095444,0.700998003992016,0.2631578947368421,0.0,0.6474239602731223,0.7696984435797665,0.0,0.482573726541555,0.16666666666666666,0.2,0.0,0.0,25.249429132790713
62,Steve Nash,0.0,2.0,0.1636,0.0,0.0,1217.0,0.0,0.0,8.49,19.95,3.02,48.23,8.0,7.0,0.0,0.0,2005.5,0.0,0.3333333333333333,0.714797563597277,0.36197838486940853,0.3275488069414316,0.6530938123752494,0.42105263157894735,0.0,0.755431409062694,0.0,0.0,0.7587131367292226,0.0,0.4666666666666667,0.0,0.0,25.24441585616433
63,Kyle Lowry,1.0,0.0,0.1565,0.0,0.0,908.0,31.59,0.0,6.19,18.37,3.25,37.97,6.0,1.0,1.35,0.0,3000.0,0.14285714285714285,0.0,0.6581870297384451,0.2849744821374962,0.35249457700650755,0.624750499001996,0.3157894736842105,0.0,0.563625077591558,0.768239299610895,0.0,0.5531724754244862,0.0,0.06666666666666667,0.4981549815498155,0.0,24.980578767768773
64,Alonzo Mourning,1.0,0.0,0.1658,17.08,0.0,0.0,0.0,8.52,0.0,21.24,2.2,27.6,7.0,2.0,0.0,2.81,2000.5,0.14285714285714285,0.0,0.7610175564313866,0.20714500150105072,0.23861171366594358,0.66187624750499,0.3684210526315789,0.5670650730411686,0.0,0.0,0.615606936416185,0.0,0.0,0.13333333333333333,0.0,0.8028571428571428,24.937748637179713
65,Blake Griffin,0.0,0.0,0.1666,21.67,0.0,0.0,34.84,8.84,4.42,22.0,3.82,31.87,6.0,5.0,0.0,0.0,3000.0,0.0,0.0,0.788247939806521,0.239192434704293,0.41431670281995653,0.665069860279441,0.3157894736842105,0.7194555112881806,0.0,0.8472762645914398,0.638728323699422,0.3949955317247542,0.0,0.3333333333333333,0.0,0.0,24.854006122882378
66,LaMarcus Aldridge,0.0,0.0,0.1549,19.54,0.0,1003.0,34.41,8.34,0.0,20.84,1.72,32.36,7.0,5.0,0.0,1.11,3000.0,0.0,0.0,0.7466857757076317,0.24287000900630437,0.18655097613882862,0.6183632734530938,0.3684210526315789,0.648738379814077,0.6225946617008069,0.8368190661478598,0.6026011560693642,0.0,0.0,0.3333333333333333,0.0,0.31714285714285717,24.814180533241682
67,Adrian Dantley,0.0,0.0,0.1887,24.27,0.0,955.0,35.76,0.0,0.0,21.51,3.08,43.74,6.0,2.0,0.0,0.0,1984.0,0.0,0.0,0.7706915084199213,0.32827979585709993,0.334056399132321,0.7532934131736527,0.3157894736842105,0.8057768924302788,0.5927995034140285,0.8696498054474708,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,24.794947294341064
68,Ron Harper,5.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,3.88,0.0,1.85,30.31,0.0,0.0,1.7,0.0,1994.0,0.7142857142857142,0.0,0.0,0.22748423896727707,0.20065075921908893,0.0,0.0,0.0,0.6263190564866542,0.0,0.0,0.34673815907059874,0.0,0.0,0.6273062730627306,0.0,24.755710494404962
69,Jamaal Wilkes,3.0,0.0,0.1254,17.69,0.0,0.0,32.94,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.27,0.0,1980.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.5005988023952096,0.15789473684210525,0.5873173970783533,0.0,0.8010700389105058,0.0,0.0,0.0,0.0,0.46863468634686345,0.0,24.66786861874374
70,Bill Laimbeer,2.0,0.0,0.1492,0.0,0.0,1068.0,31.79,9.74,0.0,0.0,1.42,29.27,4.0,0.0,0.0,0.9,1987.5,0.2857142857142857,0.0,0.0,0.21967877514259979,0.15401301518438176,0.5956087824351297,0.21052631578947367,0.0,0.6629422718808193,0.773103112840467,0.703757225433526,0.0,0.0,0.0,0.0,0.2571428571428571,24.55804918917138
71,Damian Lillard,0.0,0.0,0.1739,24.03,0.0,0.0,36.32,0.0,6.48,21.87,4.63,36.9,5.0,4.0,0.0,0.0,3000.0,0.0,0.0,0.7835901110713007,0.2769438607024917,0.5021691973969631,0.6942115768463073,0.2631578947368421,0.797808764940239,0.0,0.8832684824902723,0.0,0.579088471849866,0.0,0.26666666666666666,0.0,0.0,24.459225434443415
72,Elton Brand,0.0,0.0,0.1507,15.9,0.0,1058.0,33.0,8.54,0.0,20.51,2.24,37.31,2.0,1.0,0.0,1.73,2008.0,0.0,0.0,0.7348620566105339,0.2800210147102972,0.24295010845986983,0.6015968063872256,0.10526315789473684,0.5278884462151394,0.6567349472377405,0.8025291828793775,0.6170520231213873,0.0,0.0,0.06666666666666667,0.0,0.4942857142857143,24.341494970440223
73,Marques Johnson,0.0,0.0,0.1616,20.1,0.0,0.0,34.29,6.97,0.0,20.11,3.3,31.68,5.0,3.0,1.29,0.76,1984.0,0.0,0.0,0.720530275886779,0.23776643650555387,0.35791757049891537,0.6451097804391217,0.2631578947368421,0.6673306772908366,0.0,0.8339007782101168,0.5036127167630058,0.0,0.0,0.2,0.47601476014760147,0.21714285714285714,24.256652270852037
74,Jack Sikma,1.0,0.0,0.1461,0.0,0.0,1107.0,33.37,9.77,0.0,17.29,1.97,37.02,7.0,0.0,0.0,0.95,1984.5,0.14285714285714285,0.0,0.6194912217843067,0.27784449114380066,0.21366594360086766,0.5832335329341317,0.3684210526315789,0.0,0.6871508379888268,0.8115272373540856,0.7059248554913296,0.0,0.0,0.0,0.0,0.2714285714285714,24.214189814336006
75,Reggie Miller,0.0,0.0,0.1758,18.2,0.0,1389.0,34.28,0.0,0.0,18.36,3.5,66.07,5.0,3.0,0.0,0.0,1996.5,0.0,0.0,0.6578287352203511,0.49587211047733404,0.3796095444685466,0.7017964071856287,0.2631578947368421,0.6042496679946878,0.8621973929236499,0.8336575875486382,0.0,0.0,0.0,0.2,0.0,0.0,24.17200570864979
76,Grant Hill,0.0,0.0,0.1379,16.7,0.0,1026.0,33.89,0.0,4.14,19.03,2.98,43.64,7.0,5.0,1.22,0.0,2004.0,0.0,0.0,0.6818344679326407,0.3275292704893425,0.3232104121475054,0.550499001996008,0.3684210526315789,0.5544488711819389,0.6368715083798883,0.8241731517509728,0.0,0.36997319034852544,0.0,0.3333333333333333,0.45018450184501846,0.0,23.685239600420207
77,Shawn Marion,0.0,0.0,0.1495,0.0,0.0,1163.0,34.48,8.69,0.0,18.81,2.71,47.61,4.0,2.0,1.51,1.06,2007.5,0.0,0.0,0.6739519885345754,0.35732512758931245,0.2939262472885032,0.5968063872255488,0.21052631578947367,0.0,0.7219118559900682,0.83852140077821,0.6278901734104047,0.0,0.0,0.13333333333333333,0.5571955719557196,0.3028571428571429,23.497335403737132
78,Draymond Green,3.0,0.0,0.1315,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.77,19.48,3.0,2.0,1.37,1.06,3000.0,0.42857142857142855,0.0,0.0,0.1462023416391474,0.3004338394793926,0.5249500998003992,0.15789473684210525,0.0,0.0,0.0,0.0,0.44325290437890974,0.0,0.13333333333333333,0.5055350553505535,0.3028571428571429,23.266791179817954
79,Maurice Cheeks,1.0,0.0,0.1426,0.0,0.0,1101.0,31.65,0.0,6.71,0.0,2.8,42.11,4.0,0.0,2.1,0.0,1986.0,0.14285714285714285,0.0,0.0,0.31604623236265383,0.30368763557483724,0.5692614770459081,0.21052631578947367,0.0,0.6834264432029795,0.7696984435797665,0.0,0.5996425379803396,0.0,0.0,0.7749077490774908,0.0,23.217044253253153
80,Bobby Jones,1.0,0.0,0.1755,0.0,0.0,941.0,0.0,0.0,0.0,18.16,4.33,41.02,5.0,1.0,1.47,1.4,1981.5,0.14285714285714285,0.0,0.6506628448584737,0.3078655058540979,0.46963123644251625,0.7005988023952096,0.2631578947368421,0.0,0.5841092489137182,0.0,0.0,0.0,0.0,0.06666666666666667,0.5424354243542435,0.39999999999999997,23.189921358805258
81,Tim Hardaway,0.0,0.0,0.1332,17.73,0.0,0.0,35.32,0.0,8.18,18.61,3.13,39.59,5.0,5.0,1.65,0.0,1996.5,0.0,0.0,0.666786098172698,0.2971329930951666,0.3394793926247288,0.5317365269461078,0.2631578947368421,0.5886454183266933,0.0,0.8589494163424125,0.0,0.7310098302055407,0.0,0.3333333333333333,0.6088560885608856,0.0,23.050686367849767
82,George McGinnis,0.0,0.0,0.1271,20.2,0.0,0.0,33.47,10.97,0.0,20.05,2.11,23.53,6.0,5.0,1.88,0.0,1979.0,0.0,0.0,0.7183805087782158,0.17659861903332333,0.2288503253796095,0.5073852295409181,0.3157894736842105,0.6706507304116865,0.0,0.8139591439688716,0.7926300578034683,0.0,0.0,0.3333333333333333,0.6937269372693726,0.0,23.02558380643155
83,Jimmy Butler,0.0,0.0,0.1876,17.02,0.0,0.0,33.07,0.0,0.0,20.31,4.19,29.72,5.0,2.0,1.58,0.0,3000.0,0.0,0.0,0.7276961662486564,0.22305613929750823,0.4544468546637744,0.7489021956087824,0.2631578947368421,0.5650730411686586,0.0,0.8042315175097277,0.0,0.0,0.0,0.13333333333333333,0.5830258302583026,0.0,22.912468615848024
84,Chris Mullin,0.0,0.0,0.1389,18.17,0.0,986.0,32.62,0.0,0.0,18.78,3.12,41.56,5.0,4.0,1.55,0.0,1993.5,0.0,0.0,0.6728771049802938,0.311918342839988,0.3383947939262473,0.5544910179640719,0.2631578947368421,0.603253652058433,0.612042209807573,0.7932879377431906,0.0,0.0,0.0,0.26666666666666666,0.5719557195571956,0.0,22.658182794704018
85,Paul George,0.0,0.0,0.1533,19.91,0.0,0.0,33.51,0.0,0.0,19.25,4.07,33.08,6.0,5.0,1.74,0.0,3000.0,0.0,0.0,0.6897169473307059,0.24827379165415786,0.44143167028199565,0.6119760479041916,0.3157894736842105,0.6610225763612217,0.0,0.814931906614786,0.0,0.0,0.0,0.3333333333333333,0.6420664206642066,0.0,22.12524922719881
86,Brad Daugherty,0.0,0.0,0.1562,18.96,0.0,0.0,36.55,9.54,0.0,18.85,2.21,21.26,5.0,1.0,0.0,0.72,1990.5,0.0,0.0,0.675385166606951,0.15956169318522967,0.23969631236442512,0.6235528942115768,0.2631578947368421,0.6294820717131474,0.0,0.8888618677042801,0.6893063583815029,0.0,0.0,0.06666666666666667,0.0,0.20571428571428568,21.961952832282535
87,Gus Williams,1.0,0.0,0.1272,17.08,0.0,0.0,0.0,0.0,5.57,18.51,2.92,31.81,2.0,2.0,1.99,0.0,1981.5,0.14285714285714285,0.0,0.6632031529917594,0.23874211948363852,0.31670281995661603,0.5077844311377245,0.10526315789473684,0.5670650730411686,0.0,0.0,0.0,0.49776586237712245,0.0,0.13333333333333333,0.7343173431734318,0.0,21.95957895511649
88,Marc Gasol,1.0,0.0,0.1431,0.0,0.0,0.0,33.16,7.63,0.0,18.24,3.11,35.36,3.0,2.0,0.0,1.43,3000.0,0.14285714285714285,0.0,0.6535292010032246,0.2653857700390273,0.3373101952277657,0.5712574850299401,0.15789473684210525,0.0,0.0,0.8064202334630349,0.5513005780346821,0.0,0.0,0.13333333333333333,0.0,0.40857142857142853,21.691005770794668
89,A.C. Green,3.0,0.0,0.1306,0.0,0.0,1278.0,0.0,7.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1993.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.5213572854291416,0.05263157894736842,0.0,0.7932960893854748,0.0,0.5354046242774567,0.0,0.0,0.0,0.0,0.0,21.62167163266163
90,Shawn Kemp,1.0,0.0,0.1467,0.0,0.0,1051.0,0.0,8.41,0.0,19.08,0.0,19.42,6.0,3.0,1.13,1.22,1996.5,0.14285714285714285,0.0,0.68362594052311,0.14575202641849294,0.0,0.58562874251497,0.3157894736842105,0.0,0.6523898199875854,0.0,0.6076589595375723,0.0,0.0,0.2,0.4169741697416974,0.34857142857142853,21.550994077195323
91,Gilbert Arenas,0.0,0.0,0.1273,20.66,0.0,0.0,35.06,0.0,5.27,19.57,2.55,22.26,3.0,3.0,1.6,0.0,2007.0,0.0,0.0,0.7011823719097099,0.16706694686280396,0.27657266811279824,0.5081836327345309,0.15789473684210525,0.6859229747675962,0.0,0.852626459143969,0.0,0.47095621090259154,0.0,0.2,0.5904059040590406,0.0,21.464476954425393
92,Rasheed Wallace,1.0,0.0,0.1392,0.0,0.0,1109.0,32.68,0.0,0.0,17.01,2.19,38.36,4.0,0.0,0.0,1.32,2004.5,0.14285714285714285,0.0,0.6094589752776783,0.2879015310717502,0.237527114967462,0.5556886227544909,0.21052631578947367,0.0,0.6883923029174426,0.7947470817120622,0.0,0.0,0.0,0.0,0.0,0.3771428571428571,21.451817149177717
93,Ben Wallace,1.0,0.0,0.1399,0.0,0.0,1088.0,0.0,9.63,0.0,0.0,2.46,36.14,4.0,5.0,1.26,1.96,2004.5,0.14285714285714285,0.0,0.0,0.27123986790753524,0.2668112798264642,0.5584830339321357,0.21052631578947367,0.0,0.675356921166977,0.0,0.6958092485549134,0.0,0.0,0.3333333333333333,0.46494464944649444,0.5599999999999999,21.339441110218775
94,Dennis Johnson,3.0,0.0,0.0,0.0,1.0,1100.0,32.69,0.0,5.0,0.0,0.0,24.34,5.0,2.0,1.34,0.0,1983.5,0.42857142857142855,0.0,0.0,0.1826778745121585,0.0,0.0,0.2631578947368421,0.0,0.6828057107386716,0.7949902723735408,0.0,0.44682752457551383,0.16666666666666666,0.13333333333333333,0.4944649446494465,0.0,21.328728089840425
95,Michael Cooper,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1.18,19.06,0.0,0.0,1.18,0.0,1984.5,0.7142857142857142,0.0,0.0,0.14305013509456618,0.12798264642082427,0.0,0.0,0.0,0.0,0.0,0.0,0.37533512064343166,0.0,0.0,0.4354243542435424,0.0,21.328674869646314
96,David West,2.0,0.0,0.1414,0.0,0.0,1034.0,0.0,0.0,0.0,18.61,1.75,27.6,2.0,0.0,0.0,0.82,2011.0,0.2857142857142857,0.0,0.666786098172698,0.20714500150105072,0.1898047722342733,0.5644710578842315,0.10526315789473684,0.0,0.6418373680943513,0.0,0.0,0.0,0.0,0.0,0.0,0.23428571428571426,21.02829047291977
97,Alex English,0.0,0.0,0.127,21.47,0.0,1193.0,31.91,0.0,0.0,19.87,1.98,38.25,8.0,3.0,0.0,0.0,1984.0,0.0,0.0,0.711931207452526,0.287075953167217,0.21475054229934923,0.5069860279441117,0.42105263157894735,0.7128154050464807,0.7405338299193047,0.7760214007782101,0.0,0.0,0.0,0.2,0.0,0.0,20.912084094772425
98,Toni Kukoč,3.0,0.0,0.1289,0.0,0.0,0.0,0.0,0.0,0.0,17.35,2.84,27.19,0.0,0.0,0.0,0.0,2000.0,0.42857142857142855,0.0,0.62164098889287,0.20406784749324527,0.3080260303687635,0.5145708582834331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.805671517591488
99,Peja Stojaković,1.0,0.0,0.1469,16.97,0.0,0.0,33.54,0.0,0.0,17.12,1.85,26.16,3.0,1.0,0.0,0.0,2005.0,0.14285714285714285,0.0,0.6134002149767109,0.19633743620534372,0.20065075921908893,0.5864271457085828,0.15789473684210525,0.5634130146082337,0.0,0.8156614785992218,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,20.695451641417556
100,Derek Fisher,5.0,0.0,0.0,0.0,0.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7988826815642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.291109337589784
101,Dikembe Mutombo,0.0,0.0,0.1526,0.0,0.0,1196.0,0.0,10.33,0.0,17.21,1.67,34.0,8.0,3.0,0.0,2.75,2000.5,0.0,0.0,0.6166248656395558,0.25517862503752625,0.1811279826464208,0.6091816367265469,0.42105263157894735,0.0,0.7423960273122284,0.0,0.7463872832369943,0.0,0.0,0.2,0.0,0.7857142857142857,20.26920197321604
102,David Thompson,0.0,0.0,0.1565,22.67,0.0,0.0,32.78,0.0,0.0,19.91,2.33,21.25,5.0,3.0,0.0,0.86,1980.5,0.0,0.0,0.7133643855249016,0.15948664064845391,0.2527114967462039,0.624750499001996,0.2631578947368421,0.75265604249668,0.0,0.7971789883268483,0.0,0.0,0.0,0.2,0.0,0.2457142857142857,20.226988034216493
103,Amar'e Stoudemire,0.0,0.0,0.1691,18.91,0.0,0.0,0.0,7.84,0.0,21.82,1.3,21.95,6.0,5.0,0.0,1.25,2009.5,0.0,0.0,0.7817986384808313,0.16474031822275592,0.14099783080260303,0.6750499001996008,0.3157894736842105,0.6278220451527224,0.0,0.0,0.5664739884393064,0.0,0.0,0.3333333333333333,0.0,0.3571428571428571,19.701310770555345
104,Joe Dumars,2.0,0.0,0.0,16.11,1.0,1018.0,34.52,0.0,4.53,0.0,0.85,25.35,6.0,3.0,0.0,0.0,1992.5,0.2857142857142857,0.0,0.0,0.19025818072650855,0.09219088937093274,0.0,0.3157894736842105,0.5348605577689243,0.6319056486654252,0.8394941634241246,0.0,0.40482573726541554,0.16666666666666666,0.2,0.0,0.0,19.390759324892386
105,Deron Williams,0.0,0.0,0.1286,16.34,0.0,0.0,34.16,0.0,8.07,18.25,1.88,28.26,3.0,2.0,0.0,0.0,2011.5,0.0,0.0,0.6538874955213185,0.21209846892824977,0.20390455531453358,0.5133732534930139,0.15789473684210525,0.5424966799468791,0.0,0.8307392996108949,0.0,0.7211796246648794,0.0,0.13333333333333333,0.0,0.0,19.11401766155575
106,Paul Westphal,1.0,0.0,0.1551,0.0,0.0,0.0,0.0,0.0,4.36,19.43,2.8,24.83,5.0,4.0,1.34,0.0,1978.5,0.14285714285714285,0.0,0.6961662486563956,0.18635544881416988,0.30368763557483724,0.6191616766467065,0.2631578947368421,0.0,0.0,0.0,0.0,0.3896336014298481,0.0,0.26666666666666666,0.4944649446494465,0.0,19.067416041802158
107,Vince Carter,0.0,0.0,0.1297,16.7,0.0,1541.0,0.0,0.0,0.0,18.63,2.96,57.91,8.0,2.0,0.0,0.0,2009.5,0.0,0.0,0.6675026872088857,0.43462924046832774,0.32104121475054226,0.5177644710578843,0.42105263157894735,0.5544488711819389,0.9565487274984482,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,18.87370826974553
108,Al Horford,0.0,0.0,0.1576,0.0,0.0,0.0,32.66,8.28,0.0,18.7,2.78,33.44,5.0,1.0,0.0,1.18,3000.0,0.0,0.0,0.6700107488355428,0.2509756829780846,0.30151843817787416,0.6291417165668662,0.2631578947368421,0.0,0.0,0.794260700389105,0.5982658959537572,0.0,0.0,0.06666666666666667,0.0,0.33714285714285713,18.82596254774089
109,Bill Cartwright,3.0,0.0,0.1272,0.0,0.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1987.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.5077844311377245,0.05263157894736842,0.0,0.5977653631284916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81944212302073
110,Paul Millsap,0.0,0.0,0.1527,0.0,0.0,989.0,0.0,7.34,0.0,18.95,2.04,29.17,4.0,0.0,1.27,1.01,3000.0,0.0,0.0,0.6789681117878896,0.21892824977484238,0.2212581344902386,0.6095808383233533,0.21052631578947367,0.0,0.6139044072004965,0.0,0.5303468208092486,0.0,0.0,0.0,0.46863468634686345,0.28857142857142853,18.710691320807342
111,Mitch Richmond,1.0,0.0,0.0,21.0,0.0,976.0,35.15,0.0,0.0,17.59,1.38,29.25,6.0,5.0,1.24,0.0,1995.5,0.14285714285714285,0.0,0.630240057327123,0.2195286700690483,0.1496746203904555,0.0,0.3157894736842105,0.697211155378486,0.6058348851644941,0.8548151750972762,0.0,0.0,0.0,0.3333333333333333,0.4575645756457565,0.0,18.706937725555797
112,Alvan Adams,0.0,0.0,0.1296,0.0,0.0,988.0,0.0,7.02,4.06,18.32,2.79,32.97,1.0,0.0,1.3,0.82,1982.0,0.0,0.0,0.6563955571479757,0.2474482137496247,0.3026030368763557,0.5173652694610777,0.05263157894736842,0.0,0.6132836747361887,0.0,0.5072254335260116,0.3628239499553172,0.0,0.0,0.4797047970479705,0.23428571428571426,18.692670420247822
113,Jimmy Jones,0.0,0.0,0.1613,16.57,0.0,0.0,34.2,0.0,4.47,17.07,0.98,0.0,6.0,3.0,0.0,0.0,3000.0,0.0,0.0,0.6116087423862415,0.0,0.10629067245119304,0.6439121756487025,0.3157894736842105,0.550132802124834,0.0,0.8317120622568094,0.0,0.39946380697050937,0.0,0.2,0.0,0.0,18.597652776704408
114,Vlade Divac,0.0,0.0,0.1368,0.0,0.0,1134.0,0.0,8.22,0.0,17.72,2.25,36.29,1.0,0.0,1.14,1.44,1997.5,0.0,0.0,0.6348978860623432,0.2723656559591714,0.24403470715835138,0.5461077844311377,0.05263157894736842,0.0,0.7039106145251397,0.0,0.5939306358381504,0.0,0.0,0.0,0.4206642066420664,0.41142857142857137,18.593346272163377
115,Al Jefferson,0.0,0.0,0.1296,15.68,0.0,915.0,0.0,8.4,0.0,20.56,1.22,21.33,0.0,1.0,0.0,1.19,2011.5,0.0,0.0,0.7366535292010032,0.16008706094265984,0.13232104121475052,0.5173652694610777,0.0,0.5205843293492696,0.5679702048417132,0.0,0.6069364161849712,0.0,0.0,0.06666666666666667,0.0,0.33999999999999997,18.43781620352758
116,Terry Porter,0.0,0.0,0.1499,0.0,0.0,1274.0,0.0,0.0,5.62,17.18,2.87,43.3,2.0,0.0,1.24,0.0,1994.0,0.0,0.0,0.6155499820852741,0.3249774842389672,0.3112798264642082,0.5984031936127744,0.10526315789473684,0.0,0.7908131595282433,0.0,0.0,0.5022341376228776,0.0,0.0,0.4575645756457565,0.0,18.321442213627428
117,Andre Drummond,0.0,0.0,0.1565,0.0,0.0,0.0,0.0,13.84,0.0,22.07,1.48,0.0,2.0,1.0,1.39,1.57,3000.0,0.0,0.0,0.7907560014331781,0.0,0.16052060737527113,0.624750499001996,0.10526315789473684,0.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.5129151291512914,0.44857142857142857,18.31923724594324
118,Walter Davis,0.0,0.0,0.128,18.9,0.0,1033.0,0.0,0.0,0.0,19.07,1.47,25.32,6.0,2.0,1.24,0.0,1985.0,0.0,0.0,0.6832676460050162,0.1900330231161813,0.15943600867678956,0.5109780439121756,0.3157894736842105,0.6274900398406373,0.6412166356300435,0.0,0.0,0.0,0.0,0.13333333333333333,0.4575645756457565,0.0,18.087599349856635
119,Jeff Hornacek,0.0,0.0,0.1539,0.0,0.0,1077.0,0.0,0.0,4.9,17.67,2.91,42.06,1.0,0.0,1.43,0.0,1993.5,0.0,0.0,0.633106413471874,0.3156709696787751,0.3156182212581345,0.61437125748503,0.05263157894736842,0.0,0.6685288640595903,0.0,0.0,0.4378909740840036,0.0,0.0,0.5276752767527675,0.0,18.04100993828229
120,Otis Thorpe,1.0,0.0,0.1282,0.0,0.0,1257.0,31.68,8.25,0.0,0.0,0.0,19.07,1.0,0.0,0.0,0.0,1993.0,0.14285714285714285,0.0,0.0,0.14312518763134194,0.0,0.5117764471057884,0.05263157894736842,0.0,0.7802607076350093,0.7704280155642024,0.5960982658959538,0.0,0.0,0.0,0.0,0.0,18.02192628092547
121,Marcus Camby,0.0,0.0,0.1366,0.0,0.0,973.0,0.0,9.78,0.0,17.81,2.33,31.35,0.0,0.0,0.0,2.4,2005.0,0.0,0.0,0.6381225367251881,0.23528970279195435,0.2527114967462039,0.5453093812375249,0.0,0.0,0.6039726877715704,0.0,0.7066473988439307,0.0,0.0,0.0,0.0,0.6857142857142856,17.910619240109185
122,DeMarcus Cousins,0.0,0.0,0.0,21.25,0.0,0.0,32.0,10.85,0.0,22.4,2.65,21.14,4.0,2.0,1.42,1.23,3000.0,0.0,0.0,0.8025797205302759,0.15866106274392072,0.28741865509761383,0.0,0.21052631578947367,0.7055112881806108,0.0,0.7782101167315175,0.7839595375722543,0.0,0.0,0.13333333333333333,0.5239852398523985,0.3514285714285714,17.79902432545042
123,Brent Barry,2.0,0.0,0.1432,0.0,0.0,912.0,0.0,0.0,0.0,0.0,2.63,27.71,0.0,0.0,0.0,0.0,3000.0,0.2857142857142857,0.0,0.0,0.2079705794055839,0.28524945770065074,0.5716566866267464,0.0,0.0,0.5661080074487895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.705087659779448
124,Klay Thompson,3.0,0.0,0.0,19.5,0.0,0.0,33.07,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3000.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.647410358565737,0.0,0.8042315175097277,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,17.535061177964483
125,Larry Siegfried,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.407142857142855
126,Eddie Jones,0.0,0.0,0.1473,0.0,0.0,954.0,34.36,0.0,0.0,0.0,3.14,42.32,3.0,1.0,1.7,0.0,2001.5,0.0,0.0,0.0,0.3176223356349444,0.3405639913232104,0.5880239520958083,0.15789473684210525,0.0,0.5921787709497207,0.835603112840467,0.0,0.0,0.0,0.06666666666666667,0.6273062730627306,0.0,17.23736384682469
