,Player,No. of Championships,mvp_count,WS/48,PPG,fmvp_count,G,MPG,RPG,APG,PER,BPM,VORP,No. of All Star Selections,All_NBA,SPG,BPG,midpoint,scaled_championships,scaled_reg_mvp,scaled_per,scaled_vorp,scaled_bpm,scaled_ws,scaled_all_star,scaled_ppg,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_fin_mvp,scaled_anba,scaled_spg,scaled_bpg,GOAT_SCORE
333,Isaiah Rider,0.0,0.0,0.0,16.71,0.0,0.0,31.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547808764940239,0.0,0.7711575875486382,0.0,0.0,0.0,0.0,0.0,0.0,5.912843034476878
334,Rickey Green,0.0,0.0,0.0,0.0,0.0,946.0,0.0,0.0,5.52,0.0,0.0,0.0,1.0,0.0,1.42,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5872129112352577,0.0,0.0,0.49329758713136723,0.0,0.0,0.5239852398523985,0.0,5.890650667602253
335,Goose Ligon,0.0,0.0,0.0,0.0,0.0,0.0,33.55,10.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.8159046692607004,0.786127167630058,0.0,0.0,0.0,0.0,0.0,5.881755983807216
336,Julius Keye,0.0,0.0,0.0,0.0,0.0,0.0,32.72,11.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.7957198443579766,0.7955202312138728,0.0,0.0,0.0,0.0,0.0,5.842797725445955
337,Rudy Gobert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95,0.0,0.0,0.0,20.13,1.0,2.0,0.0,2.18,3000.0,0.0,0.0,0.0,0.15108075652957068,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.7911849710982659,0.0,0.0,0.13333333333333333,0.0,0.6228571428571429,5.801579460474129
338,Gerald Govan,0.0,0.0,0.0,0.0,0.0,0.0,33.66,10.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.818579766536965,0.755057803468208,0.0,0.0,0.0,0.0,0.0,5.779252680350253
339,Mark Eaton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.5729768786127167,0.0,0.0,0.0,0.0,1.0,5.776867584423486
340,Jeff Teague,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,16.97,0.0,0.0,1.0,0.0,1.17,0.0,3000.0,0.0,0.0,0.6080257972053028,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.516532618409294,0.0,0.0,0.4317343173431734,0.0,5.753119366441449
341,Danny Manning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,1.02,18.43,2.0,0.0,1.13,0.85,1996.0,0.0,0.0,0.6065926191329273,0.13832182527769438,0.1106290672451193,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169741697416974,0.24285714285714283,5.718677831521539
342,Michael Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,1.85,19.86,1.0,0.0,1.66,0.0,1991.0,0.0,0.0,0.0,0.14905433803662563,0.20065075921908893,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.5764075067024129,0.0,0.0,0.6125461254612545,0.0,5.673961371670891
343,James Donaldson,0.0,0.0,0.0,0.0,0.0,957.0,0.0,7.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5940409683426443,0.0,0.5657514450867053,0.0,0.0,0.0,0.0,0.3771428571428571,5.646757379397245
344,Mike Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.0,17.65,0.0,0.0,2.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.6323898244356861,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.8619942196531792,0.0,0.0,0.0,0.0,0.0,5.629511893890103
345,Hassan Whiteside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547687861271677,0.0,0.0,0.0,0.0,0.6971428571428571,5.6024010322047895
346,Nick Van Exel,0.0,0.0,0.0,0.0,0.0,0.0,32.92,0.0,6.56,0.0,0.0,17.71,1.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.1329180426298409,0.0,0.0,0.05263157894736842,0.0,0.0,0.8005836575875487,0.0,0.5862377122430741,0.0,0.0,0.0,0.0,5.592655414171643
347,Sleepy Floyd,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,5.41,0.0,0.0,0.0,1.0,0.0,1.17,0.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5940409683426443,0.0,0.0,0.483467381590706,0.0,0.0,0.4317343173431734,0.0,5.54678708149983
348,Truck Robinson,0.0,0.0,0.0,0.0,0.0,0.0,32.57,9.41,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.7920719844357977,0.6799132947976879,0.0,0.0,0.06666666666666667,0.0,0.0,5.53270896329604
349,Erick Dampier,0.0,0.0,0.0,0.0,0.0,987.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126629422718808,0.0,0.5130057803468209,0.0,0.0,0.0,0.0,0.4057142857142857,5.5282926600820845
350,Ralph Simpson,0.0,0.0,0.0,16.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.37,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.5551128818061088,0.0,0.0,0.0,0.0,0.0,0.2,0.5055350553505535,0.0,5.513923466359847
351,Kevin Willis,0.0,0.0,0.0,0.0,0.0,1424.0,0.0,8.36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.8839230291744258,0.0,0.6040462427745665,0.0,0.0,0.06666666666666667,0.0,0.0,5.49199012436744
352,Purvis Short,0.0,0.0,0.0,17.35,0.0,0.0,0.0,0.0,0.0,16.88,0.0,0.0,0.0,0.0,0.0,0.0,1984.5,0.0,0.0,0.6048011465424579,0.0,0.0,0.0,0.0,0.5760292164674635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.468424988687315
353,Charles Oakley,0.0,0.0,0.0,0.0,0.0,1282.0,0.0,9.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.7957790192427064,0.0,0.6878612716763006,0.0,0.0,0.0,0.0,0.0,5.454362502849194
354,Raymond Felton,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,1.18,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027312228429547,0.0,0.0,0.4691689008042895,0.0,0.0,0.4354243542435424,0.0,5.44144136518574
355,Otis Birdsong,0.0,0.0,0.0,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.23,0.0,1983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.598273572377158,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.45387453874538747,0.0,5.428434243604334
356,Jack Coleman,0.0,0.0,0.0,0.0,0.0,0.0,33.09,9.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.804717898832685,0.6632947976878613,0.0,0.0,0.0,0.0,0.0,5.397946887070751
357,Ricky Rubio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.89,0.0,0.0,0.0,1.89,0.0,3000.0,0.0,0.0,0.0,0.0,0.096529284164859,0.0,0.0,0.0,0.0,0.0,0.0,0.6961572832886506,0.0,0.0,0.6974169741697417,0.0,5.385065542309828
358,Muggsy Bogues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0,0.8,17.93,0.0,0.0,1.54,0.0,1994.5,0.0,0.0,0.0,0.13456919843890722,0.08676789587852494,0.0,0.0,0.0,0.0,0.0,0.0,0.676496872207328,0.0,0.0,0.5682656826568265,0.0,5.305899959204574
359,Cincinnatus Powell,0.0,0.0,0.0,16.27,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5401726427622842,0.0,0.0,0.5527456647398845,0.0,0.0,0.06666666666666667,0.0,0.0,5.260827660153423
360,Mychal Thompson,0.0,0.0,0.0,0.0,0.0,935.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5803848541278709,0.0,0.536849710982659,0.0,0.0,0.0,0.0,0.3285714285714285,5.21935963719187
361,Keith Van Horn,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,16.78,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,0.6012182013615193,0.0,0.0,0.0,0.0,0.5315405046480743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.204359245211915
362,Maurice Lucas,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,9.11,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.6337678460583488,0.0,0.6582369942196532,0.0,0.0,0.06666666666666667,0.0,0.0,5.178242736561482
363,Kenny Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,1.37,21.92,1.0,0.0,1.47,0.0,1998.5,0.0,0.0,0.0,0.16451516061242868,0.14859002169197397,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.5415549597855227,0.0,0.0,0.5424354243542435,0.0,5.160722358433293
364,Paul Pressey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,2.59,22.83,0.0,0.0,1.38,0.0,1988.0,0.0,0.0,0.0,0.1713449414590213,0.28091106290672446,0.0,0.0,0.0,0.0,0.0,0.0,0.4584450402144772,0.0,0.0,0.5092250922509225,0.0,5.15306871422238
365,Antonio Davis,0.0,0.0,0.0,0.0,0.0,903.0,0.0,7.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.5605214152700186,0.0,0.5404624277456648,0.0,0.0,0.0,0.0,0.27999999999999997,5.0837727259181955
366,Rich Jones,0.0,0.0,0.0,0.0,0.0,0.0,33.45,7.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.8134727626459145,0.5346820809248556,0.0,0.0,0.0,0.0,0.0,5.063681090553638
367,Johnny Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,1.96,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6639857015192135,0.0,0.0,0.7232472324723247,0.0,5.007910891709453
368,Mike Gminski,0.0,0.0,0.0,0.0,0.0,938.0,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5822470515207945,0.0,0.49927745664739887,0.0,0.0,0.0,0.0,0.3,4.987303474487178
369,Clifford Robinson,0.0,0.0,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,26.61,1.0,0.0,0.0,1.01,1998.5,0.0,0.0,0.0,0.19971480036025216,0.0,0.0,0.05263157894736842,0.0,0.8566108007448789,0.0,0.0,0.0,0.0,0.0,0.0,0.28857142857142853,4.965482217785574
370,Sedale Threatt,0.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590316573556797,0.0,0.0,0.3395889186773905,0.0,0.0,0.44280442804428044,0.0,4.95548281220527
371,Khris Middleton,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.26,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5395086321381142,0.0,0.0,0.0,0.0,0.0,0.0,0.46494464944649444,0.0,4.9181209750239665
372,Clarence Weatherspoon,0.0,0.0,0.0,0.0,0.0,915.0,0.0,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679702048417132,0.0,0.5404624277456648,0.0,0.0,0.0,0.0,0.24857142857142855,4.898784660783292
373,Damon Stoudamire,0.0,0.0,0.0,0.0,0.0,0.0,33.15,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061770428015564,0.0,0.546916890080429,0.0,0.0,0.0,0.0,4.884669097703967
374,Caron Butler,0.0,0.0,0.0,0.0,0.0,0.0,32.16,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.32,0.0,2009.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.782101167315175,0.0,0.0,0.0,0.0,0.4870848708487085,0.0,4.7786037030347766
375,Bo Outlaw,0.0,0.0,0.0,0.0,0.0,914.0,0.0,0.0,0.0,0.0,1.84,20.01,0.0,0.0,0.0,1.31,3000.0,0.0,0.0,0.0,0.15018012608826178,0.19956616052060736,0.0,0.0,0.0,0.5673494723774053,0.0,0.0,0.0,0.0,0.0,0.0,0.3742857142857143,4.682871895708411
376,Darrell Griffith,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378486055776892,0.0,0.0,0.0,0.0,0.0,0.0,0.45018450184501846,0.0,4.658632187118684
377,Darrell Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,2.27,21.41,0.0,0.0,1.35,0.0,3000.0,0.0,0.0,0.0,0.1606874812368658,0.24620390455531452,0.0,0.0,0.0,0.0,0.0,0.0,0.3610366398570152,0.0,0.0,0.4981549815498155,0.0,4.594973139135961
378,Freddie Lewis,0.0,0.0,0.0,16.04,0.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.5325365205843293,0.0,0.0,0.0,0.354781054512958,0.0,0.0,0.0,0.0,4.579528740782132
379,Derrick McKey,0.0,0.0,0.0,0.0,0.0,937.0,0.0,0.0,0.0,0.0,0.97,20.38,0.0,0.0,1.14,0.0,1995.0,0.0,0.0,0.0,0.15295706994896424,0.10520607375271149,0.0,0.0,0.0,0.5816263190564867,0.0,0.0,0.0,0.0,0.0,0.4206642066420664,0.0,4.5657275351569275
380,George Johnson,0.0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611421477343265,0.0,0.0,0.0,0.0,0.0,0.0,0.7028571428571428,4.563037439035204
381,Andrew Toney,0.0,0.0,0.0,15.94,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5292164674634794,0.0,0.0,0.0,0.37533512064343166,0.0,0.0,0.0,0.0,4.5365827672799695
382,Michael Cage,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707635009310987,0.0,0.5476878612716763,0.0,0.0,0.0,0.0,0.0,4.531715562803415
383,Stephen Jackson,0.0,0.0,0.0,0.0,0.0,0.0,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,2007.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7765077821011673,0.0,0.0,0.0,0.0,0.47601476014760147,0.0,4.521606377518056
384,Leroy Ellis,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6505276225946617,0.0,0.6004335260115607,0.0,0.0,0.0,0.0,0.0,4.515969746468463
385,Randy Denton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.0,17.29,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.6194912217843067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206647398843931,0.0,0.0,0.0,0.0,0.0,4.514132494931065
386,Fatty Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3574620196604111,0.0,0.0,0.8856088560885609,0.0,4.487485861453789
387,Greg Ballard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,18.07,0.0,0.0,0.0,0.0,1983.5,0.14285714285714285,0.0,0.0,0.13561993395376762,0.1355748373101952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.476713381967315
388,Ralph Sampson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.65,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.6358381502890175,0.0,0.0,0.06666666666666667,0.0,0.47142857142857136,4.412917075926811
389,George King,0.0,0.0,0.0,0.0,0.0,0.0,32.62,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7932879377431906,0.0,0.42537980339588916,0.0,0.0,0.0,0.0,4.3993905455120785
390,Kendall Gill,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5996275605214153,0.0,0.0,0.0,0.0,0.0,0.5793357933579336,0.0,4.25605770750445
391,Goran Dragić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,17.01,0.84,0.0,1.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.6094589752776783,0.0,0.09110629067245118,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.4316353887399464,0.0,0.06666666666666667,0.0,0.0,4.249699332019761
392,Brevin Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,0.0,0.0,0.0,0.0,0.0,1.69,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495978552278821,0.0,0.0,0.6236162361623616,0.0,4.23530286991878
393,Gerald Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,23.48,1.0,0.0,1.44,0.82,2008.5,0.0,0.0,0.0,0.1762233563494446,0.19414316702819956,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5313653136531366,0.23428571428571426,4.221666404286784
394,Micheal Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,1.74,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5156389633601429,0.0,0.0,0.6420664206642066,0.0,4.179316436327902
395,Avery Johnson,0.0,0.0,0.0,0.0,0.0,1054.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654252017380509,0.0,0.0,0.4959785522788204,0.0,0.0,0.0,0.0,4.152332356470179
396,Thaddeus Young,0.0,0.0,0.0,0.0,0.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5990068280571074,0.0,0.0,0.0,0.0,0.0,0.5387453874538746,0.0,4.107285497994645
397,Christian Laettner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,1.01,19.54,1.0,0.0,0.0,0.78,1999.0,0.0,0.0,0.6065926191329273,0.14665265685980183,0.10954446854663773,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22285714285714286,4.069373700805341
398,Donyell Marshall,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,1.14,19.84,0.0,0.0,0.0,0.89,3000.0,0.0,0.0,0.0,0.14890423296307415,0.12364425162689803,0.0,0.0,0.0,0.5940409683426443,0.0,0.0,0.0,0.0,0.0,0.0,0.2542857142857143,4.062712262733573
399,T.R. Dunn,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6163873370577281,0.0,0.0,0.0,0.0,0.0,0.4907749077490775,0.0,3.996855703752568
400,Benoit Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426300578034682,0.0,0.0,0.0,0.0,0.5599999999999999,3.98049450867052
401,Herb Williams,0.0,0.0,0.0,0.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840471756672873,0.0,0.0,0.0,0.0,0.0,0.0,0.4171428571428571,3.975296018444621
402,Tyrone Corbin,0.0,0.0,0.0,0.0,0.0,1065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6610800744878957,0.0,0.0,0.0,0.0,0.0,0.4243542435424354,0.0,3.9184178880894955
403,Elden Campbell,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6480446927374302,0.0,0.0,0.0,0.0,0.0,0.0,0.4371428571428571,3.9175270550678367
404,Tom Gugliotta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,0.0,0.0,1.0,0.0,1.41,0.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.5296242774566474,0.0,0.0,0.0,0.5202952029520295,0.0,3.888630376906902
405,Quinn Buckner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,1.86,0.0,1981.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386952636282395,0.0,0.0,0.6863468634686347,0.0,3.874611194101217
406,Derek Anderson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,3000.0,0.14285714285714285,0.0,0.0,0.0,0.10520607375271149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8675348621010226
407,Jamaal Tinsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,1.42,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442359249329759,0.0,0.0,0.5239852398523985,0.0,3.856278404875202
408,Grant Long,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6225946617008069,0.0,0.0,0.0,0.0,0.0,0.44280442804428044,0.0,3.8460907139797653
409,Samuel Dalembert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664739884393064,0.0,0.0,0.0,0.0,0.4971428571428571,3.83965681255161
410,Pooh Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5844504021447721,0.0,0.0,0.47232472324723246,0.0,3.814958202665136
411,Wayne Cooper,0.0,0.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6108007448789572,0.0,0.0,0.0,0.0,0.0,0.0,0.44571428571428573,3.814019260441607
412,Rony Seikaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684248554913295,0.0,0.0,0.0,0.0,0.36857142857142855,3.8006801403798516
413,Ron Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,1.94,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33690795352993747,0.0,0.0,0.7158671586715867,0.0,3.800518155047502
414,Sam Bowie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433526011560694,0.0,0.0,0.0,0.0,0.5085714285714286,3.7974457473162677
