,Player,scaled_championships,scaled_reg_mvp,scaled_ws,scaled_ppg,scaled_fin_mvp,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_per,scaled_bpm,scaled_vorp,scaled_all_star,scaled_anba,GOAT SCORE,GOAT SCORE2
156,Bernard King,0,0,0,0.473429952,0,0,0.145672062,0,0,0.215633423,0.105325444,0.085263974,0.166666667,0.214285714,0.059607467,0.059969473
165,Nate Thurmond,0,0,0,0,0,0.088732394,0.396199859,0.506257822,0,0,0,0,0.333333333,0,0.056288432,0.059628669
195,Roger Brown,0,0,0.172604909,0.118702553,0,0,0.27234342,0,0.009421265,0.038634322,0,0,0,0.142857143,0.045321457,0.058845866
203,David Lee,0,0,0.206650831,0,0,0,0,0.120150188,0,0.21114106,0.043786982,0.017655671,0.055555556,0,0.042011721,0.058274613
157,Mitch Richmond,0,0,0,0.370600414,0,0.105633803,0.250527797,0,0,0.07277628,0.072189349,0.104383774,0.277777778,0.285714286,0.059513095,0.057629594
198,Carlos Boozer,0,0,0.150435471,0.041407867,0,0,0,0.162703379,0,0.240790656,0.075739645,0.05124451,0.055555556,0,0.043811896,0.054933455
177,Charlie Scott,0,0,0,0.349206349,0,0,0.282195637,0,0.153432032,0,0,0,0.222222222,0.071428571,0.051114277,0.054181477
163,Andre Miller,0,0,0,0,0,0.567605634,0,0,0.374158816,0.058400719,0.06035503,0.139522866,0,0,0.05703793,0.05378916
182,Reggie Theus,0,0,0,0.200138026,0,0.176056338,0.15059817,0,0.34051144,0,0,0.012057532,0.055555556,0,0.049343053,0.051823744
194,Peja Stojaković,0,0,0.1797308,0.092477571,0,0,0.137227305,0,0,0.030548068,0.127810651,0.077771079,0.111111111,0,0.045878694,0.051697607
189,Glenn Robinson,0,0,0,0.349206349,0,0,0.369458128,0,0,0.064690027,0,0,0.055555556,0,0.046794458,0.050862835
187,Antawn Jamison,0,0,0,0.198757764,0,0.256338028,0.222378607,0.038798498,0,0.122192273,0,0.063732667,0.055555556,0,0.048068898,0.050837577
166,Eddie Jones,0,0,0.182897862,0,0,0.074647887,0.194933146,0,0,0,0.280473373,0.216949444,0.111111111,0,0.05598623,0.050641588
174,Ben Wallace,0,0,0.124307205,0,0,0.263380282,0,0.170212766,0,0,0.2,0.163724055,0.166666667,0.285714286,0.054283664,0.050618368
213,Cedric Maxwell,0,0,0.271575614,0,0,0,0,0,0,0,0.10887574,0.043234863,0,0,0.038307321,0.050513064
210,Jack Twyman,0,0,0.106888361,0.249827467,0,0,0.012667136,0,0,0.08984726,0,0,0.277777778,0.071428571,0.039935076,0.050309065
188,Walter Davis,0,0,0.030087094,0.225672878,0,0.185915493,0,0,0,0.205750225,0.082840237,0.07053656,0.277777778,0.071428571,0.047601987,0.05023595
161,Andrei Kirilenko,0,0,0.214568488,0,0,0,0,0,0,0.175202156,0.487573964,0.211351305,0,0,0.057935979,0.050124024
192,Sam Perkins,0,0,0.110847189,0,0,0.542253521,0,0,0,0,0.044970414,0.10283352,0,0,0.046165294,0.049628141
180,Joe Johnson,0,0,0,0.02484472,0,0.528169014,0.216748768,0,0.02153432,0,0,0.080182585,0.333333333,0,0.049640872,0.049471026
191,Norm Nixon,0,0,0,0.005521049,0,0,0.27375088,0,0.613728129,0,0,0,0.055555556,0,0.046247469,0.048994758
202,Lou Hudson,0,0,0.049881235,0.3126294,0,0,0.133004926,0,0,0.058400719,0,0,0.277777778,0,0.04219935,0.048776903
254,Derrick Favors,0,0,0.182897862,0,0,0,0,0.028785982,0,0.194968553,0.015384615,0,0,0,0.031212846,0.046925719
199,Michael Redd,0,0,0.073634204,0.234644582,0,0,0.026038001,0,0,0.242587601,0.173964497,0.036861597,0,0,0.04344096,0.04685366
193,Bradley Beal,0,0,0,0.36783989,0,0,0.208304011,0,0.02960969,0.090745732,0.099408284,0,0.055555556,0,0.046075247,0.046743635
179,Rasheed Wallace,0,0,0.118764846,0,0,0.292957746,0.076706545,0,0,0.02066487,0.168047337,0.182843855,0.166666667,0,0.049731985,0.046372063
197,Latrell Sprewell,0,0,0,0.18426501,0,0.016901408,0.495425757,0,0.033647376,0,0,0.032899836,0.166666667,0,0.044941768,0.04634794
171,Rod Strickland,0,0,0,0,0,0.271830986,0,0,0.476446837,0.107816712,0.182248521,0.167513565,0,0,0.054581172,0.046318578
183,Marc Gasol,0,0,0.149643705,0,0,0,0.110485574,0.04505632,0,0.131176999,0.276923077,0.157006287,0.111111111,0.071428571,0.048939828,0.04625284
240,Calvin Natt,0,0,0.171813143,0.106970324,0,0,0,0,0,0.104222821,0.056804734,0,0,0,0.034186694,0.046066906
209,David West,0,0,0.13618369,0,0,0.187323944,0,0,0,0.164420485,0.115976331,0.090173112,0.055555556,0,0.040508799,0.046037712
186,Vlade Divac,0,0,0.09976247,0,0,0.328169014,0,0.081977472,0,0.084456424,0.175147929,0.165015933,0,0,0.04831734,0.045422466
230,Donnie Freeman,0,0,0.064924782,0.224292616,0,0,0.06052076,0,0,0.128481581,0,0,0.222222222,0.214285714,0.036337624,0.044798722
225,John Brisker,0,0,0,0.349206349,0,0,0,0,0,0.299191375,0,0,0.055555556,0,0.036743022,0.044768254
204,Kevin Willis,0,0,0,0,0,0.736619718,0,0.090738423,0,0,0,0,0,0,0.041781586,0.044263661
176,Baron Davis,0,0,0,0.032436163,0,0,0.186488388,0,0.465679677,0.09344115,0.214201183,0.137197485,0.055555556,0,0.052595478,0.043874566
236,Brad Miller,0,0,0.201900238,0,0,0,0,0.014392991,0,0.06918239,0.117159763,0.052450263,0.055555556,0,0.034858395,0.043456803
223,Zach Randolph,0,0,0,0.070393375,0,0.302816901,0,0.140175219,0,0.229110512,0,0.014210662,0.055555556,0,0.037323729,0.043443764
212,DeMar DeRozan,0,0,0,0.303657695,0,0,0.180154821,0,0,0.123989218,0,0,0.166666667,0.071428571,0.038499569,0.043221547
218,Terry Cummings,0,0,0.038004751,0.056590752,0,0.397183099,0,0.023779725,0,0.135669362,0,0.046076996,0.055555556,0.071428571,0.037789515,0.043099884
208,Derrick Rose,0,0,0,0.216701173,0,0,0.067558058,0,0.246298789,0.133872417,0.067455621,0,0.111111111,0,0.040658731,0.043070361
255,Ricky Pierce,0,0,0.175771971,0,0,0.095774648,0,0,0,0.086253369,0.041420118,0.012402033,0,0,0.031157914,0.042846102
281,Terry Dischinger,0,0,0.216943785,0,0,0,0,0,0,0,0,0,0.111111111,0,0.028219504,0.042551544
245,Dale Davis,0,0,0.131433096,0,0,0.271830986,0,0.060075094,0,0,0,0.011282405,0,0,0.033013009,0.042203531
242,Calvin Murphy,0,0,0.060965954,0.157349896,0,0.142253521,0,0,0.084791386,0.109613657,0,0,0,0,0.033975359,0.041694023
215,Bob Dandridge,0,0,0.050673001,0.198757764,0,0,0.251231527,0,0,0,0.059171598,0,0.166666667,0,0.038153603,0.041092773
214,Jamal Mashburn,0,0,0,0.236714976,0,0,0.398311049,0,0.025572005,0,0,0,0,0,0.038165515,0.040455038
271,Greg Monroe,0,0,0.097387173,0,0,0,0,0.085106383,0,0.296495957,0.079289941,0,0,0,0.029824369,0.03995292
222,Gail Goodrich,0,0,0,0.204968944,0,0.183098592,0.065446868,0,0.121130552,0,0,0,0.222222222,0,0.037335995,0.039570834
238,A.C. Green,0,0,0.050673001,0,0,0.530985915,0,0.031289111,0,0,0,0,0,0,0.034500985,0.039506892
190,Jason Terry,0,0,0,0,0,0.716901408,0,0,0.01076716,0,0.089940828,0.174575833,0,0,0.046455024,0.038930268
226,Dave DeBusschere,0,0,0,0.029675638,0,0,0.286418015,0.255319149,0,0,0,0,0.388888889,0,0.036730984,0.038911579
227,Jo Jo White,0,0,0,0.108350587,0,0,0.294159043,0,0.152086137,0,0,0,0.333333333,0.071428571,0.036675651,0.038861246
228,Darel Carrier,0,0,0,0.303657695,0,0,0.257565095,0,0,0,0,0,0.111111111,0,0.03658378,0.038784425
233,Shareef Abdur-Rahim,0,0,0,0.171152519,0,0,0.225897255,0.038172716,0,0.201257862,0.028402367,0.041167858,0,0,0.035392523,0.038714631
207,Marcus Camby,0,0,0.098178939,0,0,0.101408451,0,0.179599499,0,0.092542677,0.184615385,0.122470071,0,0,0.040687816,0.038690446
229,Norm Van Lier,0,0,0,0,0,0,0.245601689,0,0.434724092,0,0,0,0.111111111,0,0.03643423,0.038597429
219,Mark Aguirre,0,0,0,0.301587302,0,0.030985915,0,0,0,0.201257862,0.084023669,0.062526914,0.111111111,0,0.037759517,0.038240286
285,Larry Costello,0,0,0.141726049,0,0,0,0,0,0.106325707,0,0,0,0.277777778,0,0.027641882,0.03754947
232,Paul Silas,0,0,0,0,0,0.497183099,0,0.183979975,0,0,0,0,0.055555556,0,0.035437624,0.037542224
239,Otis Thorpe,0,0,0.031670625,0,0,0.501408451,0.006333568,0.083854819,0,0,0,0.016708294,0,0,0.034305145,0.037541167
275,Swen Nater,0,0,0.088677751,0,0,0,0,0.290362954,0,0.070979335,0,0,0.055555556,0.071428571,0.029228543,0.037516575
234,Charles Oakley,0,0,0,0,0,0.536619718,0,0.163329161,0,0,0,0,0,0,0.035347418,0.037447265
253,Anthony Mason,0,0,0.113222486,0,0,0,0.218859958,0.083854819,0,0,0.028402367,0.052105762,0,0,0.031885054,0.037254623
237,Andrew Wiggins,0,0,0,0.280883368,0,0,0.294862773,0,0,0,0,0,0,0,0.034777112,0.036869499
221,Glen Rice,0,0,0,0.187025535,0,0.13943662,0.238564391,0,0,0,0.008284024,0.067091551,0.111111111,0.071428571,0.037410235,0.036718672
251,Nikola Vučević,0,0,0.020585907,0.028295376,0,0,0,0.2077597,0,0.32884097,0.136094675,0.004909138,0,0,0.032219083,0.036240534
241,Mel Hutchins,0,0,0,0,0,0,0.446164673,0.167083855,0,0,0,0,0.166666667,0,0.034085717,0.036108796
224,Clifford Robinson,0,0,0,0,0,0.674647887,0,0,0,0,0,0.081646714,0,0,0.037066153,0.036093662
313,Anderson Varejão,0,0,0.188440222,0,0,0,0,0.017521902,0,0,0,0,0,0,0.023591903,0.035987303
258,Rudy Tomjanovich,0,0,0.05621536,0.124223602,0,0,0.133004926,0.072590738,0,0.013477089,0,0,0.222222222,0,0.030601728,0.035970332
217,Rajon Rondo,0,0,0,0,0,0,0,0,0.605652759,0,0.068639053,0.04943588,0.166666667,0,0.038035481,0.035702423
216,James Worthy,0,0,0.045922407,0.137336094,0,0.035211268,0.057002111,0,0,0.085354897,0.128994083,0.103694772,0.333333333,0.071428571,0.038055074,0.035615115
317,Julian Hammond,0,0,0.190815519,0,0,0,0,0,0,0,0,0,0,0,0.02299327,0.035491686
200,Gus Williams,0,0,0.023752969,0.100069013,0,0,0,0,0.243606999,0.155435759,0.25443787,0.126431832,0.055555556,0.071428571,0.043206286,0.035378114
205,Doc Rivers,0,0,0.116389549,0,0,0,0,0,0.255720054,0,0.279289941,0.115407803,0,0,0.041424211,0.035329479
243,Eddie Johnson,0,0,0,0.026915114,0,0.41971831,0,0,0.179004038,0,0,0,0.055555556,0,0.033179958,0.035152971
201,Derek Harper,0,0,0,0,0,0.41971831,0,0,0.232839838,0,0.115976331,0.160279046,0,0,0.043092759,0.034911861
273,Willie Wise,0,0,0.019794141,0.137336094,0,0,0.127375088,0.086357947,0,0.116801438,0,0,0.111111111,0.071428571,0.029502213,0.034689892
247,World B. Free,0,0,0,0.320220842,0,0,0,0,0,0.179694519,0.055621302,0.04202911,0,0,0.032850195,0.034524776
206,Micheal Ray Richardson,0,0,0,0,0,0,0.129486277,0,0.437415882,0.015274034,0.207100592,0.034966842,0.166666667,0,0.041189658,0.034519742
250,Caldwell Jones,0,0,0,0,0,0.56056338,0,0.082603254,0,0,0,0,0,0,0.032479915,0.034409415
252,Guy Rodgers,0,0,0,0,0,0,0.038001407,0,0.537012113,0,0,0,0.166666667,0,0.032154849,0.034063223
291,Al Jefferson,0,0,0.042755344,0.003450656,0,0.01971831,0,0.093241552,0,0.339622642,0.053254438,0.036172595,0,0,0.026846921,0.034054991
235,Joe Dumars,0,0,0,0.033126294,0,0.164788732,0.206192822,0,0.103633917,0,0.009467456,0.070794936,0.277777778,0.142857143,0.034924926,0.033879712
184,Mookie Blaylock,0,0,0,0,0,0,0.232934553,0,0.398384926,0.000898473,0.265088757,0.190164499,0,0,0.048622402,0.033827973
277,Danilo Gallinari,0,0,0.155186065,0.038647343,0,0,0,0,0,0.033243486,0.146745562,0.015244165,0,0,0.028601212,0.033705119
295,Steve Mix,0,0,0.1797308,0,0,0,0,0,0,0,0.125443787,0,0,0,0.026261348,0.033429929
298,Mack Calvin,0,0,0.079176564,0.033816425,0,0,0,0,0.138627187,0.059299191,0,0,0.222222222,0.214285714,0.025974631,0.033290152
249,Larry Johnson,0,0,0.048297704,0.039337474,0,0,0.33356791,0.036921151,0,0,0.073372781,0.041253983,0.055555556,0,0.032560355,0.032858782
244,Dennis Johnson,0,0,0,0,0,0.28028169,0.077410274,0,0.166890983,0,0,0.062096288,0.222222222,0.071428571,0.033161642,0.032715188
331,Zydrunas Ilgauskas,0,0,0.114014252,0,0,0,0,0.026908636,0,0.153638814,0,0,0.055555556,0,0.021775037,0.032703406
260,Manu Ginóbili\ginobma01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
261,Horace Grant\grantho01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
262,Tony Parker\parketo01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
263,Will Perdue\perduwi01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
264,Pep Saul\saulpe01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
265,John Salley\sallejo01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
266,Kurt Rambis\rambiku01,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304625,0.0322875
267,Warren Jabali,0,0,0,0.104899931,0,0,0.180154821,0,0.212651413,0,0,0,0.166666667,0,0.030380297,0.032193118
307,Happy Hairston,0,0,0.110847189,0,0,0,0,0.214017522,0,0,0,0,0,0,0.024164971,0.032067515
257,Jamal Crawford,0,0,0,0,0,0.598591549,0,0,0,0,0,0.010593403,0,0,0.030617651,0.032024648
270,Tom Chambers,0,0,0,0.171152519,0,0.290140845,0,0,0,0,0,0,0.166666667,0.071428571,0.030122092,0.031926089
326,Jim Eakins,0,0,0.164687253,0,0,0,0,0.02252816,0,0,0.026035503,0,0,0,0.021937989,0.031837086
310,Kevin Martin,0,0,0.097387173,0.119392685,0,0,0,0,0,0.080862534,0.024852071,0,0,0,0.024067882,0.031794691
322,John Beasley,0,0,0.050673001,0,0,0,0,0.093867334,0,0.2524708,0,0,0.111111111,0.071428571,0.022425567,0.031616128
330,James Silas,0,0,0.140934283,0.033126294,0,0,0,0,0.01076716,0.016172507,0.001183432,0,0.055555556,0.071428571,0.02178323,0.031570462
334,Marcin Gortat,0,0,0.142517815,0,0,0,0,0.065081352,0,0.02425876,0,0,0,0,0.021350301,0.031404452
272,Gus Johnson,0,0,0,0.041407867,0,0,0.106966925,0.323529412,0,0,0,0,0.222222222,0.214285714,0.02953444,0.031291285
231,Mike Conley,0,0,0.05621536,0,0,0,0.057705841,0,0.254374159,0.066486972,0.184615385,0.104728275,0,0,0.035592975,0.031028527
276,Kevin Porter,0,0,0,0,0,0,0,0,0.578734859,0,0,0,0,0,0.02922611,0.030962315
304,Red Robbins,0,0,0.039588282,0,0,0,0.028149191,0.22465582,0,0.106918239,0,0,0.166666667,0.071428571,0.024813321,0.030671822
347,Jeff Foster,0,0,0.163103721,0,0,0,0,0,0,0,0,0,0,0,0.019653998,0.030337292
348,Amir Johnson,0,0,0.163103721,0,0,0,0,0,0,0,0,0,0,0,0.019653998,0.030337292
282,Levern Tart,0,0,0,0.260179434,0,0,0.158339198,0,0,0.02066487,0,0,0.055555556,0,0.028214123,0.030315384
278,Klay Thompson,0,0,0,0.267080745,0,0,0.104152006,0,0,0,0,0,0.222222222,0.071428571,0.028560263,0.030279896
280,Monta Ellis,0,0,0,0.152518979,0,0,0.228008445,0,0.117092867,0,0,0,0,0,0.02822596,0.029917095
319,George Hill,0,0,0.160728424,0,0,0,0,0,0,0,0.081656805,0.014985789,0,0,0.022914558,0.029895487
305,Brook Lopez,0,0,0.049881235,0.082125604,0,0,0,0,0,0.247079964,0.074556213,0.028249074,0,0,0.02466597,0.029850304
352,Serge Ibaka,0,0,0.136975455,0,0,0,0,0.027534418,0,0.041329739,0,0,0,0,0.019412832,0.02936005
286,Derek Fisher,0,0,0,0,0,0.543661972,0,0,0,0,0,0,0,0,0.02745493,0.029085915
284,Ricky Rubio,0,0,0,0,0,0,0,0,0.542395693,0,0.014201183,0,0,0,0.027912166,0.02901817
274,Mike Bibby,0,0,0,0,0,0.14084507,0.164672766,0,0.235531629,0,0,0.0570149,0,0,0.029415445,0.028946146
292,Richie Guerin,0,0,0,0.115942029,0,0,0.054890922,0,0.162853297,0.043126685,0,0,0.277777778,0.142857143,0.026453401,0.028870848
343,Mehmet Okur,0,0,0.144893112,0,0,0,0,0.00563204,0,0.026954178,0.040236686,0,0,0,0.020209943,0.028822861
268,Brent Barry,0,0,0.150435471,0,0,0.015492958,0,0,0,0,0.220118343,0.091120489,0,0,0.030332334,0.028809871
335,Nenê Hilário,0,0,0.120348377,0,0,0.090140845,0,0,0,0.026055705,0.021301775,0.014296788,0,0,0.021316804,0.028726381
287,Antoine Walker,0,0,0,0.130434783,0,0,0.261787474,0.05068836,0,0,0,0.007406769,0.111111111,0,0.027364418,0.028713109
288,Louie Dampier,0,0,0,0.020013803,0,0.083098592,0.137227305,0,0.150740242,0,0,0,0.333333333,0.214285714,0.027096293,0.028705075
299,Earl Monroe,0,0,0.009501188,0.222222222,0,0.035211268,0.02885292,0,0.01615074,0.037735849,0,0,0.166666667,0,0.025430653,0.028247608
301,Bob Verga,0,0,0,0.317460317,0,0,0,0,0,0.068283917,0,0,0,0,0.02498221,0.027822222
296,Bill Bridges,0,0,0,0,0,0.035211268,0.123856439,0.314768461,0,0,0,0,0.111111111,0,0.026006504,0.027550235
211,Andre Iguodala,0,0,0.003167063,0,0,0.311267606,0.116115412,0,0.075370121,0,0.175147929,0.196882267,0,0,0.039424173,0.027486367
294,Muggsy Bogues,0,0,0,0,0,0,0,0,0.512786003,0,0.003550296,0.006890018,0,0,0.026278853,0.027434051
259,Michael Finley,0,0,0,0.004140787,0,0.284507042,0.201266714,0,0,0,0.027218935,0.100249763,0.055555556,0,0.030541732,0.027399869
283,Jrue Holiday,0,0,0,0.017253278,0,0,0.116819141,0,0.35666218,0.011680144,0.05443787,0.017483421,0,0,0.028200511,0.027307924
315,Dan Roundfield,0,0,0.060174188,0,0,0,0,0.145181477,0,0.105121294,0.05443787,0.022134183,0.111111111,0,0.023328578,0.027288179
256,Hersey Hawkins,0,0,0.091844814,0,0,0.115492958,0.070372977,0,0,0,0.150295858,0.132977349,0,0,0.030849656,0.027026963
327,Archie Clark,0,0,0.058590657,0.046238785,0,0,0.066150598,0,0.142664872,0,0,0,0.055555556,0,0.02191795,0.026642023
302,Johnny Moore,0,0,0,0,0,0,0,0,0.493943472,0,0,0,0,0,0.024944145,0.026425976
382,Tom Owens,0,0,0.138558987,0,0,0,0,0,0,0,0,0,0,0,0.016696358,0.025771971
300,Rolando Blackman,0,0,0,0.162180814,0,0.111267606,0.080928923,0,0,0,0,0.022823185,0.166666667,0,0.025142604,0.025762293
324,Steve Smith,0,0,0.119556611,0,0,0.057746479,0,0,0,0,0.071005917,0.064077168,0,0,0.022280318,0.025326966
246,Anfernee Hardaway,0,0,0.007917656,0,0,0,0.147079521,0,0.168236878,0.053908356,0.203550296,0.084144346,0.166666667,0.142857143,0.033002481,0.025284969
311,Nick Van Exel,0,0,0,0,0,0,0.093596059,0,0.376850606,0,0,0.004995263,0,0,0.023940883,0.025168897
248,Alvan Adams,0,0,0.042755344,0,0,0.122535211,0,0.006883605,0.040376851,0.13836478,0.239053254,0.136422358,0,0,0.032584643,0.025103229
297,Derrick Coleman,0,0,0,0.060041408,0,0,0.111189303,0.147058824,0,0.110512129,0.075739645,0.044612867,0,0.071428571,0.026000909,0.025018242
289,John Lucas,0,0,0,0,0,0.038028169,0,0,0.429340511,0,0.059171598,0.033847214,0,0,0.027015909,0.025004224
220,Fat Lever,0,0,0,0,0,0,0.005629838,0,0.333781965,0.09344115,0.30295858,0.128757213,0.055555556,0,0.037452445,0.024706151
321,Larry Kenon,0,0,0,0.11042098,0,0,0.070372977,0.125156446,0,0.02425876,0,0,0.222222222,0,0.022737893,0.024567725
373,Clifford Ray,0,0,0.096595408,0,0,0,0,0.122653317,0,0,0,0,0,0,0.017833739,0.024528698
316,Avery Johnson,0,0,0,0,0,0.215492958,0,0,0.240915209,0,0,0,0,0,0.023048612,0.024417837
318,Sidney Wicks,0,0,0,0.084195997,0,0,0.162561576,0.112640801,0,0,0,0,0.166666667,0,0.022975463,0.024346447
309,Kyle Korver,0,0,0,0,0,0.454929577,0,0,0,0,0,0.029885453,0,0,0.02407074,0.024338732
320,Mike Mitchell,0,0,0,0.286404417,0,0,0.052076003,0,0,0,0,0,0,0,0.022907271,0.024295038
314,Tree Rollins,0,0,0.026920032,0,0,0.35915493,0,0,0,0,0.039053254,0.014555163,0,0,0.023348617,0.024221915
306,Dale Ellis,0,0,0,0.00621118,0,0.433802817,0,0,0,0,0,0.050038756,0,0,0.024183216,0.02367491
325,Jeff Malone,0,0,0,0.235334714,0,0.005633803,0.083040113,0,0,0,0,0,0.055555556,0,0.022178619,0.023517691
388,Steve Kerr,0,0,0.122723674,0,0,0.012676056,0,0,0,0,0.007100592,0,0,0,0.015688935,0.023504772
344,Billy Knight,0,0,0.038796516,0.089717046,0,0,0,0,0,0.124887691,0.047337278,0.016277668,0.111111111,0,0.020022772,0.023434855
328,Larry Brown,0,0,0,0,0,0,0,0,0.391655451,0,0,0,0.111111111,0,0.021856378,0.023153567
329,Juwan Howard,0,0,0,0,0,0.432394366,0,0,0,0,0,0,0,0,0.021835915,0.023133099
332,Damon Stoudamire,0,0,0,0,0,0,0.109781844,0,0.317631225,0,0,0,0,0,0.02158436,0.022866599
341,George Thompson,0,0,0,0.202898551,0,0,0.036593948,0,0,0.055705301,0,0,0.111111111,0,0.020335374,0.022643076
333,Doug Collins,0,0,0,0.156659765,0,0,0.141449683,0,0,0,0,0,0.166666667,0,0.021351387,0.022632706
336,Billy Paultz,0,0,0,0,0,0.314084507,0,0.066332916,0,0,0,0,0.111111111,0,0.021288858,0.022552332
345,Mike Lewis,0,0,0,0,0,0,0,0.314142678,0,0.078167116,0,0,0.055555556,0,0.019771827,0.022463776
340,Johnny Green,0,0,0,0,0,0.21971831,0,0.105131414,0,0.029649596,0,0,0.166666667,0,0.020609718,0.022408032
337,Cuttino Mobley,0,0,0,0.026915114,0,0,0.378606615,0,0,0,0,0,0,0,0.021025224,0.022276779
279,Rashard Lewis,0,0,0.045922407,0,0,0.208450704,0.026741731,0,0,0,0.134911243,0.137628111,0.055555556,0,0.028451951,0.022224363
290,Draymond Green,0,0,0.057798892,0,0,0,0,0,0.161507402,0,0.236686391,0.020239428,0.111111111,0.071428571,0.02686356,0.02184124
354,P.J. Brown,0,0,0.026128266,0,0,0.264788732,0,0.05068836,0,0,0,0.002497632,0,0,0.019171712,0.021737882
355,Bob Netolicky,0,0,0,0.024154589,0,0,0.117522871,0.12640801,0,0.054806828,0,0,0.166666667,0,0.019156732,0.02135955
339,Richard Jefferson,0,0,0,0,0,0.394366197,0,0,0,0,0,0.019550426,0,0,0.020632994,0.021098592
371,Jermaine O'Neal,0,0,0,0,0,0.154929577,0,0.01689612,0,0.099730458,0,0,0.277777778,0.142857143,0.018003179,0.021006961
414,Byron Beck,0,0,0.104513064,0,0,0,0,0.008135169,0,0,0,0,0.055555556,0,0.014043539,0.020974661
349,Maurice Lucas,0,0,0,0,0,0.169014085,0,0.13767209,0,0,0,0,0.222222222,0,0.019643207,0.02080771
338,Ty Lawson,0,0,0.011084719,0,0,0,0,0,0.304172275,0.040431267,0.068639053,0,0,0,0.020699289,0.020692117
350,Goose Ligon,0,0,0,0,0,0,0.137931034,0.248435544,0,0,0,0,0,0,0.019511512,0.020670612
351,Dick McGuire,0,0,0,0,0,0,0,0,0.261103634,0,0,0,0.333333333,0,0.019419067,0.020569044
353,Randy Smith,0,0,0,0.071083506,0,0.105633803,0.044334975,0,0.113055182,0,0,0,0.055555556,0,0.019354311,0.020510153
356,Michael Cage,0,0,0,0,0,0.336619718,0,0.041927409,0,0,0,0,0,0,0.01911663,0.020252271
359,James Edwards,0,0,0,0,0,0.376056338,0,0,0,0,0,0,0,0,0.018990845,0.020119014
360,Pooh Richardson,0,0,0,0,0,0,0,0,0.374158816,0,0,0,0,0,0.01889502,0.020017497
361,Ron Boone,0,0,0,0.077294686,0,0.197183099,0,0,0,0,0,0,0.166666667,0.071428571,0.018782591,0.019904127
369,Jamaal Wilkes,0,0,0.009501188,0.142167012,0,0,0.095003519,0,0,0,0,0,0.111111111,0,0.018085773,0.019726652
363,Gerald Govan,0,0,0,0,0,0,0.145672062,0.221526909,0,0,0,0,0,0,0.018543548,0.019645145
365,Scott Skiles,0,0,0,0,0,0,0,0,0.36473755,0,0,0,0,0,0.018419246,0.019513459
366,Johnny Newman,0,0,0,0,0,0.363380282,0,0,0,0,0,0,0,0,0.018350704,0.019440845
312,Michael Adams,0,0,0,0,0,0,0,0,0.36204576,0,0.127810651,0.023512187,0,0,0.023836859,0.019369448
370,Rudy LaRusso,0,0,0,0,0,0,0.118226601,0.157071339,0,0,0,0,0.222222222,0,0.018058102,0.01912844
372,Phil Ford,0,0,0,0,0,0,0,0,0.355316285,0,0,0,0,0,0.017943472,0.019009421
362,Jerome Kersey,0,0,0,0,0,0.354929577,0,0,0,0,0,0.018516924,0,0,0.018603515,0.018988732
