,APG,All_NBA,BPG,BPM,GOAT_SCORE,MPG,No. of All Star Selections,No. of Championships,PER,PPG,PTS,Player,RPG,SPG,Usg%,VORP,WS/48,fmvp_count,fmvp_pct,midpoint,mvp_count,scaled_all_star,scaled_anba,scaled_apg,scaled_bpg,scaled_bpm,scaled_cs,scaled_fin_mvp,scaled_fmvp_pct,scaled_mpg,scaled_per,scaled_ppg,scaled_pts,scaled_reg_mvp,scaled_rpg,scaled_spg,scaled_usg,scaled_vorp,scaled_ws
10,0.0,11.0,0.0,0.0,51.01483628927356,38.75,11.0,1.0,25.34,26.36,20880.0,Bob Pettit,16.22,0.0,0.0,0.0,0.2128,0.0,0.0,1960.0,2.0,0.7857142857142857,0.9166666666666666,0.0,,,0.09090909090909091,0.0,,0.8460698689956333,0.9697665518561042,0.87662121715996,0.6645660269263822,0.4,0.7086063783311489,,,,0.8580645161290322
11,4.69,15.0,0.0,4.55,49.15383971850255,36.13,18.0,5.0,22.9,24.99,33643.0,Kobe Bryant,0.0,1.44,31.85,80.14,0.1705,2.0,0.4,2006.5,1.0,0.9473684210526315,1.0,0.41912421805183203,0.0,0.4934924078091106,0.7142857142857142,0.3333333333333333,0.4,0.8786478599221791,0.8204944464349696,0.8296812749003983,0.8764164951676349,0.16666666666666666,0.0,0.5313653136531366,0.9576067348165966,0.6014710297208045,0.6806387225548902
12,7.53,12.0,0.0,0.0,47.759796971493245,35.28,13.0,6.0,19.76,18.36,16960.0,Bob Cousy,0.0,0.0,0.0,0.0,0.1387,0.0,0.0,1960.5,1.0,0.9285714285714285,1.0,0.7917981072555205,,,0.5454545454545454,0.0,,0.7703056768558953,0.7562189054726369,0.610575324243432,0.5398007575034215,0.2,0.0,,,,0.559274193548387
13,0.0,12.0,3.09,4.66,46.074943393638605,35.72,12.0,2.0,23.59,21.77,26946.0,Hakeem Olajuwon,11.11,1.75,27.08,74.4,0.1767,2.0,1.0,1993.5,1.0,0.631578947368421,0.8,0.0,0.8828571428571428,0.5054229934924078,0.2857142857142857,0.3333333333333333,1.0,0.8686770428015564,0.8452167681834468,0.7227755644090305,0.7019563914867012,0.16666666666666666,0.8027456647398844,0.6457564575645757,0.8141912206855081,0.5583908736115281,0.7053892215568862
14,0.0,10.0,2.99,7.48,46.011488550675416,34.72,10.0,2.0,26.18,21.06,20790.0,David Robinson,10.64,1.41,26.25,81.96,0.2502,0.0,0.0,1996.5,1.0,0.5263157894736842,0.6666666666666666,0.0,0.8542857142857143,0.8112798264642082,0.2857142857142857,0.0,0.0,0.8443579766536965,0.93801504836976,0.699203187250996,0.541589600646052,0.16666666666666666,0.7687861271676302,0.5202952029520295,0.7892363199037884,0.6151305914139897,0.9988023952095807
15,4.81,11.0,0.0,0.0,44.97022050965735,36.59,13.0,8.0,17.53,20.78,26395.0,John Havlicek,0.0,0.0,0.0,0.0,0.1361,1.0,0.125,1970.5,0.0,0.9285714285714285,0.9166666666666666,0.5057833859095688,,,0.7272727272727273,0.5,,0.7989082969432316,0.6708763872942979,0.6910542068506818,0.8400967567395525,0.0,0.0,,,,0.5487903225806452
16,4.11,9.0,1.11,6.74,44.7219178695755,36.87,10.0,2.0,25.2,27.02,22940.0,Kevin Durant,7.06,0.0,30.14,69.01,0.2173,2.0,1.0,3000.0,1.0,0.5263157894736842,0.6,0.3672922252010724,0.31714285714285717,0.7310195227765726,0.2857142857142857,0.3333333333333333,1.0,0.8966439688715953,0.9029021855965604,0.897078353253652,0.5975981452054081,0.16666666666666666,0.5101156069364162,0.0,0.9061936259771498,0.5179375562894025,0.8674650698602794
17,6.69,12.0,0.0,0.0,43.393854042474345,39.24,14.0,1.0,22.89,27.03,25192.0,Jerry West,0.0,0.0,0.0,0.0,0.2134,1.0,1.0,1967.5,0.0,1.0,1.0,0.7034700315457414,,,0.09090909090909091,0.5,,0.8567685589519652,0.876004592422503,0.8989025606917193,0.8018078232916389,0.0,0.0,,,,0.8604838709677419
18,6.61,6.0,0.0,6.37,43.328395758840976,34.33,6.0,3.0,23.83,23.49,16419.0,Stephen Curry,0.0,1.72,27.92,50.74,0.2065,0.0,0.0,3000.0,2.0,0.3157894736842105,0.4,0.5907059874888293,0.0,0.6908893709327548,0.42857142857142855,0.0,0.0,0.834873540856031,0.8538158366176998,0.7798804780876493,0.42772292703258913,0.3333333333333333,0.0,0.6346863468634686,0.8394467829224295,0.38081657160012006,0.8243512974051895
19,4.16,12.0,1.67,6.21,41.98104875133793,36.39,16.0,1.0,23.58,24.16,30026.0,Julius Erving,8.47,1.96,27.16,80.05,0.1922,0.0,0.0,1982.0,1.0,0.8421052631578947,0.8,0.3717605004468275,0.4771428571428571,0.6735357917570498,0.14285714285714285,0.0,0.0,0.8849708171206226,0.8448584736653529,0.8021248339973439,0.782191887878709,0.16666666666666666,0.6119942196531792,0.7232472324723247,0.8165965123271197,0.6007955568898228,0.7672654690618762
20,0.0,14.0,0.78,5.15,40.73416520579038,37.16,14.0,0.0,23.9,25.02,36928.0,Karl Malone,10.14,1.41,29.44,99.03,0.2053,0.0,0.0,1995.0,2.0,0.7368421052631579,0.9333333333333333,0.0,0.22285714285714286,0.5585683297180043,0.0,0.0,0.0,0.9036964980544746,0.8563238982443568,0.8306772908366533,0.9619923411571626,0.3333333333333333,0.7326589595375723,0.5202952029520295,0.8851473241130488,0.7432452716901831,0.819560878243513
21,0.0,8.0,1.3,1.62,40.54154863584959,33.98,13.0,1.0,22.0,20.33,29580.0,Moses Malone,12.26,0.0,25.27,45.14,0.1739,1.0,1.0,1986.0,3.0,0.6842105263157894,0.5333333333333333,0.0,0.37142857142857144,0.175704989154013,0.14285714285714285,0.16666666666666666,1.0,0.8263618677042801,0.788247939806521,0.6749667994687915,0.7705733711933728,0.5,0.8858381502890174,0.0,0.7597714972940469,0.33878715100570395,0.6942115768463073
22,4.31,10.0,0.0,0.0,40.09044272339759,40.03,11.0,0.0,22.69,27.36,23149.0,Elgin Baylor,13.55,0.0,0.0,0.0,0.1476,0.0,0.0,1965.5,0.0,0.7857142857142857,0.8333333333333333,0.4532071503680336,,,0.0,0.0,,0.8740174672489084,0.8683505549177192,0.909876953774526,0.7367834749673765,0.0,0.5919615552643076,,,,0.5951612903225807
23,3.8,3.0,0.93,2.27,39.943164788534006,38.6,8.0,2.0,17.02,17.64,13516.0,Dave Cowens,13.63,1.14,0.0,21.46,0.1401,0.0,0.0,1977.0,1.0,0.5714285714285714,0.25,0.3995793901156677,,,0.18181818181818182,0.0,,0.8427947598253276,0.6513585916570992,0.5866311938809444,0.4301855565103918,0.2,0.5954565312363478,,,,0.5649193548387097
24,5.21,7.0,0.8,4.09,39.64419959638105,34.86,7.0,6.0,18.63,16.08,18940.0,Scottie Pippen,0.0,1.96,22.52,63.18,0.1462,0.0,0.0,1996.0,0.0,0.3684210526315789,0.4666666666666667,0.46559428060768543,0.22857142857142856,0.44360086767895873,0.8571428571428571,0.0,0.0,0.8477626459143969,0.6675026872088857,0.5338645418326693,0.4933962018391643,0.0,0.0,0.7232472324723247,0.67708959711365,0.4741819273491443,0.5836327345309381
25,3.93,11.0,0.83,6.13,39.041143416076075,36.65,11.0,0.0,24.63,22.14,23757.0,Charles Barkley,11.69,1.54,24.77,80.46,0.2163,0.0,0.0,1992.5,1.0,0.5789473684210527,0.7333333333333333,0.3512064343163539,0.23714285714285713,0.6648590021691974,0.0,0.0,0.0,0.8912937743190661,0.8824793980652096,0.7350597609561753,0.6188813921379633,0.16666666666666666,0.8446531791907514,0.5682656826568265,0.7447384245339748,0.6038727108976283,0.8634730538922155
26,0.0,5.0,0.0,0.0,38.54347415175564,35.46,6.0,1.0,24.68,19.42,0.0,Neil Johnston,11.35,0.0,0.0,0.0,0.2413,0.0,0.0,1955.5,0.0,0.42857142857142855,0.41666666666666663,0.0,,,0.09090909090909091,0.0,,0.7742358078602621,0.9445082280903178,0.645826405054872,0.0,0.0,0.49584971603320227,,,,0.9729838709677419
27,5.41,8.0,0.84,4.98,38.28651416623858,33.94,13.0,3.0,23.48,21.98,23165.0,Dwyane Wade,0.0,1.54,31.44,62.8,0.162,1.0,0.3333333333333333,2011.5,0.0,0.6842105263157894,0.5333333333333333,0.483467381590706,0.24,0.5401301518438177,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.8253891050583657,0.8412755284844142,0.7297476759628154,0.6034595045197593,0.0,0.0,0.5682656826568265,0.9452796151533375,0.4713299309516661,0.6467065868263473
28,0.0,9.0,1.39,5.61,37.549332096546564,34.49,15.0,1.0,22.66,17.83,26071.0,Kevin Garnett,10.03,1.27,24.7,96.85,0.1822,0.0,0.0,2006.0,1.0,0.7894736842105263,0.6,0.0,0.3971428571428571,0.6084598698481561,0.14285714285714285,0.0,0.0,0.8387645914396887,0.8118953780007166,0.5919654714475431,0.6791622163753354,0.16666666666666666,0.7247109826589595,0.46863468634686345,0.7426337943475646,0.7268838186730711,0.7273453093812375
29,4.85,10.0,0.0,3.0,37.425506362910625,37.4,12.0,1.0,21.04,24.78,25279.0,Rick Barry,0.0,1.99,25.5,24.76,0.1622,1.0,1.0,1973.0,0.0,0.8571428571428571,0.8333333333333333,0.5099894847528916,,,0.09090909090909091,0.5,,0.8165938864628821,0.805204745503253,0.8240771533089458,0.8045768484038321,0.0,0.0,,,,0.6540322580645161
30,0.0,12.0,0.0,0.0,37.22646451240341,34.41,12.0,1.0,21.98,18.51,18438.0,Dolph Schayes,12.08,0.0,0.0,0.0,0.1922,0.0,0.0,1957.0,0.0,0.8571428571428571,1.0,0.0,,,0.09090909090909091,0.0,,0.7513100436681223,0.8411787217757368,0.615563684735617,0.5868423565358541,0.0,0.527741371778069,,,,0.775
31,0.0,5.0,0.0,0.0,37.184615098867866,35.5,7.0,2.0,18.57,18.74,0.0,Willis Reed,12.94,0.0,0.0,0.0,0.1558,2.0,1.0,1969.5,1.0,0.5,0.41666666666666663,0.0,,,0.18181818181818182,1.0,,0.7751091703056769,0.7106773823191734,0.6232125041569669,0.0,0.2,0.5653123634775011,,,,0.6282258064516129
32,6.11,6.0,0.0,0.0,36.537818033319695,37.53,7.0,2.0,19.12,18.89,15581.0,Walt Frazier,0.0,0.0,0.0,0.0,0.176,0.0,0.0,1974.0,0.0,0.5,0.5,0.6424815983175605,,,0.18181818181818182,0.0,,0.8194323144104805,0.7317259854573288,0.6282008646491519,0.4959101180814157,0.0,0.0,,,,0.7096774193548386
33,0.0,12.0,0.84,4.54,36.31534744649699,33.75,14.0,1.0,22.44,20.74,31560.0,Dirk Nowitzki,7.55,0.0,26.51,84.82,0.1928,1.0,1.0,2009.0,1.0,0.7368421052631579,0.8,0.0,0.24,0.49240780911062904,0.14285714285714285,0.16666666666666666,1.0,0.8207684824902723,0.8040128986026515,0.6885790172642762,0.8221533331596634,0.16666666666666666,0.5455202312138728,0.0,0.797053517739026,0.6365956169318522,0.7696606786427145
34,9.48,8.0,0.0,7.59,35.66670913640909,34.9,10.0,0.0,25.1,18.47,18711.0,Chris Paul,0.0,2.19,23.94,85.63,0.2438,0.0,0.0,2013.0,0.0,0.5263157894736842,0.5333333333333333,0.8471849865951743,0.0,0.8232104121475053,0.0,0.0,0.0,0.8487354085603113,0.8993192404156217,0.6132138114209826,0.48743064058144686,0.0,0.0,0.8081180811808117,0.7197835237522551,0.6426748724106874,0.973253493013972
35,0.0,4.0,0.0,0.0,35.56026003570232,38.42,10.0,1.0,19.66,22.81,16266.0,Paul Arizin,8.6,0.0,0.0,0.0,0.1833,0.0,0.0,1956.5,0.0,0.7142857142857142,0.3333333333333333,0.0,,,0.09090909090909091,0.0,,0.8388646288209608,0.752391886720245,0.7585633521782507,0.5177122123555811,0.0,0.37570991699432066,,,,0.7391129032258064
36,6.29,6.0,0.0,6.88,35.33753341702999,34.32,8.0,0.0,24.75,25.09,20723.0,James Harden,0.0,1.57,30.67,63.56,0.2258,0.0,0.0,3000.0,1.0,0.42105263157894735,0.4,0.5621090259159964,0.0,0.7462039045553145,0.0,0.0,0.0,0.8346303501945526,0.8867789322823362,0.8330013280212483,0.5398442180946674,0.16666666666666666,0.0,0.5793357933579336,0.9221286831028264,0.4770339237466226,0.9013972055888223
37,4.29,5.0,0.0,0.0,35.25040656951812,34.86,5.0,1.0,20.04,21.18,16310.0,Billy Cunningham,10.36,0.0,0.0,0.0,0.1406,0.0,0.0,1971.0,0.0,0.3571428571428571,0.41666666666666663,0.4511041009463722,,,0.09090909090909091,0.0,,0.7611353711790394,0.7669345579793342,0.7043565014965081,0.5191126388491041,0.0,0.4525993883792049,,,,0.5669354838709677
38,0.0,5.0,0.0,0.0,34.81686785816244,35.16,7.0,3.0,20.08,18.43,0.0,Mel Daniels,14.91,0.0,22.65,0.0,0.1385,0.0,0.0,1972.0,0.0,0.5,0.41666666666666663,0.0,,,0.2727272727272727,0.0,,0.7676855895196507,0.7684653654802909,0.6129032258064515,0.0,0.0,0.6513761467889909,,,,0.5584677419354839
39,0.0,3.0,2.41,6.31,34.23383939519554,34.54,7.0,0.0,27.5,24.04,12526.0,Anthony Davis,10.41,1.38,28.48,37.71,0.2194,0.0,0.0,3000.0,0.0,0.3684210526315789,0.2,0.0,0.6885714285714286,0.6843817787418653,0.0,0.0,0.0,0.8399805447470817,0.9853099247581513,0.798140770252324,0.3263083856513924,0.0,0.7521676300578035,0.5092250922509225,0.8562838244137102,0.2830231161813269,0.8758483033932136
40,0.0,1.0,0.0,0.0,34.154487050644306,32.24,6.0,2.0,19.11,18.71,17770.0,Bailey Howell,9.88,0.0,0.0,0.0,0.1799,0.0,0.0,1965.5,0.0,0.42857142857142855,0.08333333333333333,0.0,,,0.18181818181818182,0.0,,0.703930131004367,0.7313432835820896,0.6222148320585301,0.5655813361341864,0.0,0.4316295325469638,,,,0.7254032258064517
41,8.31,8.0,0.0,4.85,34.01287058566388,34.59,9.0,0.0,23.54,23.24,20315.0,Russell Westbrook,7.08,1.75,32.68,52.15,0.1608,0.0,0.0,3000.0,1.0,0.47368421052631576,0.5333333333333333,0.7426273458445041,0.0,0.5260303687635574,0.0,0.0,0.0,0.8411964980544748,0.8434252955929775,0.7715803452855244,0.5292156198713106,0.16666666666666666,0.5115606936416185,0.6457564575645757,0.9825616355983163,0.3913989792854998,0.6419161676646706
42,0.0,7.0,0.0,0.0,33.48721259910754,32.05,8.0,4.0,18.21,17.81,12665.0,Bill Sharman,0.0,0.0,0.0,0.0,0.1782,0.0,0.0,1956.0,0.0,0.5714285714285714,0.5833333333333333,0.0,,,0.36363636363636365,0.0,,0.6997816593886463,0.6969001148105627,0.5922846691054205,0.4031000350106624,0.0,0.0,,,,0.7185483870967742
43,0.0,0.0,1.54,4.53,33.46010259972674,33.48,8.0,0.0,21.69,20.07,19248.0,Bob Lanier,10.11,0.0,0.0,39.39,0.1751,0.0,0.0,1977.5,0.0,0.5714285714285714,0.0,0.0,,,0.0,0.0,,0.7310043668122271,0.8300803673938003,0.6674426338543399,0.6126229351666189,0.0,0.4416775884665793,,,,0.7060483870967742
44,0.0,5.0,0.0,0.0,33.460095187412165,38.76,7.0,1.0,18.86,16.95,14053.0,Jerry Lucas,15.61,0.0,0.0,0.0,0.147,0.0,0.0,1969.0,0.0,0.5,0.41666666666666663,0.0,,,0.09090909090909091,0.0,,0.8462882096069869,0.7217757367011098,0.5636847356168938,0.44727712530634334,0.0,0.6819571865443426,,,,0.5927419354838709
45,4.15,3.0,0.0,1.36,33.13747537687786,36.09,5.0,0.0,19.89,18.71,0.0,Connie Hawkins,8.85,0.0,22.91,0.0,0.1656,0.0,0.0,1973.0,0.0,0.3571428571428571,0.25,0.4363827549947424,,,0.0,0.0,,0.7879912663755461,0.7611940298507464,0.6222148320585301,0.0,0.0,0.38663171690694625,,,,0.667741935483871
46,0.0,0.0,0.0,0.0,33.022392451620085,37.33,4.0,0.0,19.84,20.08,20941.0,Walt Bellamy,13.65,0.0,0.0,0.0,0.1603,0.0,0.0,1968.5,0.0,0.2857142857142857,0.0,0.0,,,0.0,0.0,,0.8150655021834061,0.7592805204745504,0.6677751912204855,0.6665075272924027,0.0,0.5963302752293579,,,,0.6463709677419355
47,0.0,4.0,0.0,0.0,32.9741407552808,35.71,7.0,1.0,20.39,17.53,0.0,Ed Macauley,7.53,0.0,0.0,0.0,0.1964,0.0,0.0,1954.5,0.0,0.5,0.3333333333333333,0.0,,,0.09090909090909091,0.0,,0.7796943231441049,0.7803291236127058,0.5829730628533422,0.0,0.0,0.32896461336828314,,,,0.7919354838709677
48,7.39,5.0,0.0,0.0,32.64611555031578,35.57,6.0,1.0,17.99,18.81,16481.0,Tiny Archibald,0.0,1.13,0.0,0.0,0.1285,0.0,0.0,1977.5,0.0,0.42857142857142855,0.41666666666666663,0.7770767613038906,,,0.09090909090909091,0.0,,0.7766375545851529,0.6884806735553004,0.6255404057199866,0.5245552054489322,0.0,0.0,,,,0.5181451612903226
49,4.31,3.0,1.31,4.92,31.652454206629976,32.53,4.0,0.0,22.92,19.99,0.0,Giannis Antetokounmpo,8.86,1.18,26.49,29.75,0.1797,0.0,0.0,3000.0,1.0,0.21052631578947367,0.2,0.3851653261840929,0.3742857142857143,0.5336225596529284,0.0,0.0,0.0,0.7910992217898833,0.8212110354711574,0.6636786188579017,0.0,0.16666666666666666,0.6401734104046243,0.4354243542435424,0.796452194828623,0.22328129690783546,0.7173652694610778
50,0.0,3.0,0.0,0.0,31.48765077026154,0.0,5.0,10.0,18.68,17.69,15411.0,Sam Jones,0.0,0.0,0.0,0.0,0.1824,0.0,0.0,1963.5,0.0,0.3571428571428571,0.25,0.0,,,0.9090909090909092,0.0,,0.0,0.7148871029468045,0.5882939807116727,0.4904993793564404,0.0,0.0,,,,0.7354838709677419
51,10.51,11.0,0.0,6.83,31.392046120665977,31.76,10.0,0.0,21.83,0.0,19711.0,John Stockton,0.0,2.17,0.0,106.5,0.2087,0.0,0.0,1994.0,0.0,0.5263157894736842,0.7333333333333333,0.9392314566577301,0.0,0.7407809110629067,0.0,0.0,0.0,0.7723735408560312,0.7821569329989251,0.0,0.5134811264230078,0.0,0.0,0.8007380073800737,0.0,0.799309516661663,0.8331337325349301
52,5.64,5.0,0.0,5.42,31.389930141460827,34.56,10.0,1.0,21.07,20.44,22195.0,Clyde Drexler,0.0,2.03,25.38,70.22,0.1734,0.0,0.0,1991.0,0.0,0.5263157894736842,0.3333333333333333,0.5040214477211796,0.0,0.5878524945770064,0.14285714285714285,0.0,0.0,0.8404669260700389,0.7549265496237908,0.6786188579017264,0.5781905332534452,0.0,0.0,0.7490774907749077,0.7630787733012628,0.5270189132392674,0.6922155688622754
53,3.83,3.0,0.0,0.0,31.213890354882363,35.46,4.0,3.0,17.21,17.35,0.0,Roger Brown,0.0,0.0,0.0,0.0,0.146,0.0,0.0,1971.0,0.0,0.2857142857142857,0.25,0.4027339642481598,,,0.2727272727272727,0.0,,0.7742358078602621,0.6586299272866438,0.5769870302627204,0.0,0.0,0.0,,,,0.5887096774193548
54,0.0,2.0,0.0,0.0,30.983428932015077,33.4,6.0,0.0,20.5,19.2,0.0,George Yardley,8.94,0.0,0.0,0.0,0.178,0.0,0.0,1957.0,0.0,0.42857142857142855,0.16666666666666666,0.0,,,0.0,0.0,,0.7292576419213974,0.7845388442403368,0.6385101429996674,0.0,0.0,0.3905635648754915,,,,0.7177419354838709
55,0.0,5.0,1.09,0.0,30.982077945119496,34.84,5.0,1.0,19.07,20.27,17111.0,Spencer Haywood,10.28,0.0,23.56,0.0,0.1281,0.0,0.0,1977.0,0.0,0.3571428571428571,0.41666666666666663,0.0,,,0.09090909090909091,0.0,,0.760698689956332,0.7298124760811329,0.674093781177253,0.5446067666061938,0.0,0.4491044124071647,,,,0.5165322580645161
56,0.0,0.0,0.0,0.0,30.976118535612635,32.4,7.0,1.0,17.6,18.25,18831.0,Chet Walker,7.09,0.0,0.0,0.0,0.1685,0.0,0.0,1969.0,0.0,0.5,0.0,0.0,,,0.09090909090909091,0.0,,0.7074235807860263,0.6735553004209722,0.6069171932158297,0.599350711353003,0.0,0.30974224552206203,,,,0.6794354838709677
57,0.0,2.0,0.0,0.0,30.86802321157951,33.38,5.0,0.0,18.75,17.11,15207.0,Zelmo Beaty,10.87,0.0,0.0,0.0,0.1715,0.0,0.0,1969.0,0.0,0.3571428571428571,0.16666666666666666,0.0,,,0.0,0.0,,0.7288209606986901,0.7175660160734788,0.5690056534752245,0.48400649288647,0.0,0.4748798602009611,,,,0.6915322580645161
58,0.0,4.0,1.58,3.56,30.578442997112443,33.44,6.0,2.0,21.37,17.04,20894.0,Pau Gasol,9.22,0.0,23.32,57.49,0.1687,0.0,0.0,2010.5,0.0,0.3157894736842105,0.26666666666666666,0.0,0.4514285714285714,0.386117136659436,0.2857142857142857,0.0,0.0,0.8132295719844358,0.765675385166607,0.5657370517928286,0.5442988511735743,0.0,0.666184971098266,0.0,0.7011425135297655,0.4314770339237466,0.6734530938123752
59,0.0,4.0,0.0,0.0,30.53980605632422,32.53,6.0,4.0,18.6,0.0,0.0,Vern Mikkelsen,9.41,0.0,0.0,0.0,0.1699,0.0,0.0,1954.5,0.0,0.42857142857142855,0.3333333333333333,0.0,,,0.36363636363636365,0.0,,0.7102620087336246,0.7118254879448911,0.0,0.0,0.0,0.41109654871122764,,,,0.6850806451612903
60,6.15,7.0,0.0,3.24,30.522889147128268,41.12,11.0,0.0,20.92,26.66,24368.0,Allen Iverson,0.0,2.17,31.83,49.66,0.1264,0.0,0.0,2003.5,1.0,0.5789473684210527,0.4666666666666667,0.5495978552278821,0.0,0.351409978308026,0.0,0.0,0.0,1.0,0.7495521318523828,0.8851261620185923,0.6347982389871571,0.16666666666666666,0.0,0.8007380073800737,0.9570054119061936,0.37271089762833975,0.5045908183632735
61,3.83,3.0,0.0,0.0,30.412072173064182,35.46,1.0,3.0,17.21,17.35,0.0,Roger Brown,0.0,0.0,0.0,0.0,0.146,0.0,0.0,1971.0,0.0,0.07142857142857142,0.25,0.4027339642481598,,,0.2727272727272727,0.0,,0.7742358078602621,0.6586299272866438,0.5769870302627204,0.0,0.0,0.0,,,,0.5887096774193548
62,0.0,2.0,1.49,2.16,30.31404282214772,33.25,5.0,2.0,20.73,22.05,18787.0,Bob McAdoo,9.45,0.0,0.0,27.15,0.1509,0.0,0.0,1979.5,1.0,0.2631578947368421,0.13333333333333333,0.0,0.4257142857142857,0.23427331887201736,0.2857142857142857,0.0,0.0,0.8086089494163424,0.7427445360085991,0.7320717131474104,0.48941047750540545,0.16666666666666666,0.6828034682080925,0.0,0.0,0.20376763734614226,0.6023952095808384
